rewrite,nom_ville,nbre_car
nouhant,Nouhant,7
nouzerines,Nouzerines,10
nouzerolles,Nouzerolles,11
nouziers,Nouziers,8
parsac,Parsac,6
peyrabout,Peyrabout,9
peyrat-la-noniere,Peyrat-la-Nonière,17
pierrefitte,Pierrefitte,11
pionnat,Pionnat,7
pontarion,Pontarion,9
pontcharraud,Pontcharraud,12
poussanges,Poussanges,10
puy-malsignat,Puy-Malsignat,13
reterre,Reterre,7
rimondeix,Rimondeix,9
roches,Roches,6
rougnat,Rougnat,7
royere-de-vassiviere,Royère-de-Vassivière,20
sagnat,Sagnat,6
saint-agnant-de-versillat,Saint-Agnant-de-Versillat,25
saint-agnant-pres-crocq,Saint-Agnant-près-Crocq,23
saint-alpinien,Saint-Alpinien,14
saint-amand,Saint-Amand,11
saint-amand-jartoudeix,Saint-Amand-Jartoudeix,22
saint-avit-de-tardes,Saint-Avit-de-Tardes,20
saint-avit-le-pauvre,Saint-Avit-le-Pauvre,20
saint-bard,Saint-Bard,10
saint-chabrais,Saint-Chabrais,14
saint-christophe,Saint-Christophe,16
saint-dizier-la-tour,Saint-Dizier-la-Tour,20
saint-dizier-les-domaines,Saint-Dizier-les-Domaines,25
saint-dizier-leyrenne,Saint-Dizier-Leyrenne,21
saint-domet,Saint-Domet,11
saint-eloi,Saint-Eloi,10
saint-etienne-de-fursac,Saint-Etienne-de-Fursac,23
saint-fiel,Saint-Fiel,10
saint-frion,Saint-Frion,11
saint-georges-la-pouge,Saint-Georges-la-Pouge,22
saint-georges-nigremont,Saint-Georges-Nigremont,23
saint-germain-beaupre,Saint-Germain-Beaupré,21
saint-goussaud,Saint-Goussaud,14
saint-hilaire-la-plaine,Saint-Hilaire-la-Plaine,23
saint-hilaire-le-chateau,Saint-Hilaire-le-Château,24
saint-julien-la-genete,Saint-Julien-la-Genête,22
saint-julien-le-chatel,Saint-Julien-le-Châtel,22
saint-junien-la-bregere,Saint-Junien-la-Bregère,23
saint-laurent,Saint-Laurent,13
saint-leger-bridereix,Saint-Léger-Bridereix,21
saint-leger-le-gueretois,Saint-Léger-le-Guérétois,24
saint-loup,Saint-Loup,10
saint-maixant,Saint-Maixant,13
saint-marc-a-frongier,Saint-Marc-à-Frongier,21
saint-marc-a-loubaud,Saint-Marc-à-Loubaud,20
saint-marien,Saint-Marien,12
saint-martial-le-mont,Saint-Martial-le-Mont,21
saint-martial-le-vieux,Saint-Martial-le-Vieux,22
saint-martin-chateau,Saint-Martin-Château,20
saint-martin-sainte-catherine,Saint-Martin-Sainte-Catherine,29
saint-maurice-la-souterraine,Saint-Maurice-la-Souterraine,28
saint-maurice-pres-crocq,Saint-Maurice-près-Crocq,24
saint-medard-la-rochette,Saint-Médard-la-Rochette,24
saint-merd-la-breuille,Saint-Merd-la-Breuille,22
saint-michel-de-veisse,Saint-Michel-de-Veisse,22
saint-moreil,Saint-Moreil,12
saint-oradoux-de-chirouze,Saint-Oradoux-de-Chirouze,25
saint-oradoux-pres-crocq,Saint-Oradoux-près-Crocq,24
saint-pardoux-d-arnet,Saint-Pardoux-d'Arnet,21
saint-pardoux-le-neuf,Saint-Pardoux-le-Neuf,21
saint-pardoux-les-cards,Saint-Pardoux-les-Cards,23
saint-pardoux-morterolles,Saint-Pardoux-Morterolles,25
saint-pierre-bellevue,Saint-Pierre-Bellevue,21
saint-pierre-cherignat,Saint-Pierre-Chérignat,22
saint-pierre-de-fursac,Saint-Pierre-de-Fursac,22
saint-pierre-le-bost,Saint-Pierre-le-Bost,20
saint-priest,Saint-Priest,12
saint-priest-la-feuille,Saint-Priest-la-Feuille,23
saint-priest-la-plaine,Saint-Priest-la-Plaine,22
saint-priest-palus,Saint-Priest-Palus,18
saint-quentin-la-chabanne,Saint-Quentin-la-Chabanne,25
saint-sebastien,Saint-Sébastien,15
saint-silvain-bas-le-roc,Saint-Silvain-Bas-le-Roc,24
saint-silvain-bellegarde,Saint-Silvain-Bellegarde,24
saint-silvain-montaigut,Saint-Silvain-Montaigut,23
saint-silvain-sous-toulx,Saint-Silvain-sous-Toulx,24
saint-sulpice-le-dunois,Saint-Sulpice-le-Dunois,23
saint-sulpice-le-gueretois,Saint-Sulpice-le-Guérétois,26
saint-sulpice-les-champs,Saint-Sulpice-les-Champs,24
saint-vaury,Saint-Vaury,11
saint-victor-en-marche,Saint-Victor-en-Marche,22
saint-yrieix-la-montagne,Saint-Yrieix-la-Montagne,24
saint-yrieix-les-bois,Saint-Yrieix-les-Bois,21
sainte-feyre,Sainte-Feyre,12
sainte-feyre-la-montagne,Sainte-Feyre-la-Montagne,24
sannat,Sannat,6
sardent,Sardent,7
savennes,Savennes,8
sermur,Sermur,6
soubrebost,Soubrebost,10
soumans,Soumans,7
sous-parsat,Sous-Parsat,11
tardes,Tardes,6
tercillat,Tercillat,9
thauron,Thauron,7
toulx-sainte-croix,Toulx-Sainte-Croix,18
trois-fonds,Trois-Fonds,11
valliere,Vallière,8
vareilles,Vareilles,9
verneiges,Verneiges,9
vidaillat,Vidaillat,9
viersat,Viersat,7
vigeville,Vigeville,9
villard,Villard,7
abjat-sur-bandiat,Abjat-sur-Bandiat,17
agonac,Agonac,6
ajat,Ajat,4
allas-les-mines,Allas-les-Mines,15
allemans,Allemans,8
alles-sur-dordogne,Alles-sur-Dordogne,18
angoisse,Angoisse,8
anlhiac,Anlhiac,7
annesse-et-beaulieu,Annesse-et-Beaulieu,19
antonne-et-trigonant,Antonne-et-Trigonant,20
archignac,Archignac,9
atur,Atur,4
aubas,Aubas,5
audrix,Audrix,6
augignac,Augignac,8
auriac-du-perigord,Auriac-du-Périgord,18
azerat,Azerat,6
badefols-d-ans,Badefols-d'Ans,14
badefols-sur-dordogne,Badefols-sur-Dordogne,21
baneuil,Baneuil,7
bardou,Bardou,6
bars,Bars,4
bassillac,Bassillac,9
bayac,Bayac,5
beaumont-du-perigord,Beaumont-du-Périgord,20
beaupouyet,Beaupouyet,10
beauregard-de-terrasson,Beauregard-de-Terrasson,23
beauregard-et-bassac,Beauregard-et-Bassac,20
beauronne,Beauronne,9
beaussac,Beaussac,8
beleymas,Beleymas,8
belves,Belvès,6
berbiguieres,Berbiguières,12
bergerac,Bergerac,8
bertric-buree,Bertric-Burée,13
besse,Besse,5
beynac-et-cazenac,Beynac-et-Cazenac,17
bezenac,Bézenac,7
biras,Biras,5
biron,Biron,5
blis-et-born,Blis-et-Born,12
boisse,Boisse,6
boisseuilh,Boisseuilh,10
bonneville-et-saint-avit-de-fumadieres,Bonneville-et-Saint-Avit-de-Fumadières,38
borreze,Borrèze,7
bosset,Bosset,6
bouillac,Bouillac,8
boulazac,Boulazac,8
bouniagues,Bouniagues,10
bourdeilles,Bourdeilles,11
bourg-des-maisons,Bourg-des-Maisons,17
bourg-du-bost,Bourg-du-Bost,13
bourgnac,Bourgnac,8
bourniquel,Bourniquel,10
bourrou,Bourrou,7
bouteilles-saint-sebastien,Bouteilles-Saint-Sébastien,26
bouzic,Bouzic,6
brantome,Brantôme,8
breuilh,Breuilh,7
brouchaud,Brouchaud,9
bussac,Bussac,6
busserolles,Busserolles,11
bussiere-badil,Bussière-Badil,14
cales,Calès,5
calviac-en-perigord,Calviac-en-Périgord,19
campagnac-les-quercy,Campagnac-lès-Quercy,20
campagne,Campagne,8
campsegret,Campsegret,10
cantillac,Cantillac,9
capdrot,Capdrot,7
carlux,Carlux,6
carsac-aillac,Carsac-Aillac,13
carsac-de-gurson,Carsac-de-Gurson,16
carves,Carves,6
castelnaud-la-chapelle,Castelnaud-la-Chapelle,22
castels,Castels,7
cause-de-clerans,Cause-de-Clérans,16
cazoules,Cazoulès,8
celles,Celles,6
cenac-et-saint-julien,Cénac-et-Saint-Julien,21
cendrieux,Cendrieux,9
cercles,Cercles,7
chalagnac,Chalagnac,9
chalais,Chalais,7
champagnac-de-belair,Champagnac-de-Belair,20
champagne-et-fontaine,Champagne-et-Fontaine,21
champcevinel,Champcevinel,12
champeaux-et-la-chapelle-pommier,Champeaux-et-la-Chapelle-Pommier,32
champniers-et-reilhac,Champniers-et-Reilhac,21
champs-romain,Champs-Romain,13
chancelade,Chancelade,10
chanterac,Chantérac,9
chapdeuil,Chapdeuil,9
chassaignes,Chassaignes,11
chateau-l-eveque,Château-l'Evêque,16
chatres,Châtres,7
chavagnac,Chavagnac,9
chenaud,Chenaud,7
cherval,Cherval,7
cherveix-cubas,Cherveix-Cubas,14
chourgnac,Chourgnac,9
cladech,Cladech,7
clermont-d-excideuil,Clermont-d'Excideuil,20
clermont-de-beauregard,Clermont-de-Beauregard,22
colombier,Colombier,9
coly,Coly,4
comberanche-et-epeluche,Comberanche-et-Epeluche,23
condat-sur-trincou,Condat-sur-Trincou,18
condat-sur-vezere,Condat-sur-Vézère,17
conne-de-labarde,Conne-de-Labarde,16
connezac,Connezac,8
corgnac-sur-l-isle,Corgnac-sur-l'Isle,18
cornille,Cornille,8
coubjours,Coubjours,9
coulaures,Coulaures,9
coulounieix-chamiers,Coulounieix-Chamiers,20
cours-de-pile,Cours-de-Pile,13
coursac,Coursac,7
coutures,Coutures,8
coux-et-bigaroque,Coux-et-Bigaroque,17
couze-et-saint-front,Couze-et-Saint-Front,20
creyssac,Creyssac,8
creysse,Creysse,7
creyssensac-et-pissot,Creyssensac-et-Pissot,21
cubjac,Cubjac,6
cuneges,Cunèges,7
daglan,Daglan,6
doissat,Doissat,7
domme,Domme,5
douchapt,Douchapt,8
douville,Douville,8
douzillac,Douzillac,9
dussac,Dussac,6
echourgnac,Echourgnac,10
eglise-neuve-d-issac,Eglise-Neuve-d'Issac,20
eglise-neuve-de-vergt,Eglise-Neuve-de-Vergt,21
escoire,Escoire,7
etouars,Etouars,7
excideuil,Excideuil,9
eygurande-et-gardedeuil,Eygurande-et-Gardedeuil,23
eyliac,Eyliac,6
eymet,Eymet,5
eyvirat,Eyvirat,7
eyzerac,Eyzerac,7
fanlac,Fanlac,6
faurilles,Faurilles,9
faux,Faux,4
festalemps,Festalemps,10
firbeix,Firbeix,7
flaugeac,Flaugeac,8
fleurac,Fleurac,7
florimont-gaumier,Florimont-Gaumier,17
fonroque,Fonroque,8
fossemagne,Fossemagne,10
fougueyrolles,Fougueyrolles,13
fouleix,Fouleix,7
fraisse,Fraisse,7
gabillou,Gabillou,8
gageac-et-rouillac,Gageac-et-Rouillac,18
gardonne,Gardonne,8
gaugeac,Gaugeac,7
genis,Génis,5
ginestet,Ginestet,8
gout-rossignol,Gout-Rossignol,14
grand-brassac,Grand-Brassac,13
granges-d-ans,Granges-d'Ans,13
grezes,Grèzes,6
grignols,Grignols,8
grives,Grives,6
grolejac,Groléjac,8
grun-bordas,Grun-Bordas,11
hautefaye,Hautefaye,9
hautefort,Hautefort,9
issac,Issac,5
issigeac,Issigeac,8
jaure,Jaure,5
javerlhac-et-la-chapelle-saint-robert,Javerlhac-et-la-Chapelle-Saint-Robert,37
jayac,Jayac,5
journiac,Journiac,8
jumilhac-le-grand,Jumilhac-le-Grand,17
la-bachellerie,"La Bachellerie",14
la-boissiere-d-ans,"La Boissière-d'Ans",18
la-cassagne,"La Cassagne",11
la-chapelle-aubareil,"La Chapelle-Aubareil",20
la-chapelle-faucher,"La Chapelle-Faucher",19
la-chapelle-gonaguet,"La Chapelle-Gonaguet",20
la-chapelle-gresignac,"La Chapelle-Grésignac",21
la-chapelle-montabourlet,"La Chapelle-Montabourlet",24
la-chapelle-montmoreau,"La Chapelle-Montmoreau",22
la-chapelle-saint-jean,"La Chapelle-Saint-Jean",22
la-coquille,"La Coquille",11
la-dornac,"La Dornac",9
la-douze,"La Douze",8
la-feuillade,"La Feuillade",12
la-force,"La Force",8
la-gonterie-boulouneix,"La Gonterie-Boulouneix",22
la-jemaye,"La Jemaye",9
la-roche-chalais,"La Roche-Chalais",16
la-rochebeaucourt-et-argentine,"La Rochebeaucourt-et-Argentine",30
la-roque-gageac,"La Roque-Gageac",15
la-tour-blanche,"La Tour-Blanche",15
labouquerie,Labouquerie,11
lacropte,Lacropte,8
lalinde,Lalinde,7
lamonzie-montastruc,Lamonzie-Montastruc,19
lamonzie-saint-martin,Lamonzie-Saint-Martin,21
lamothe-montravel,Lamothe-Montravel,17
lanouaille,Lanouaille,10
lanquais,Lanquais,8
larzac,Larzac,6
lavalade,Lavalade,8
lavaur,Lavaur,6
laveyssiere,Laveyssière,11
le-bourdeix,"Le Bourdeix",11
le-bugue,"Le Bugue",8
le-buisson-de-cadouin,"Le Buisson-de-Cadouin",21
le-change,"Le Change",9
le-fleix,"Le Fleix",8
le-lardin-saint-lazare,"Le Lardin-Saint-Lazare",22
le-pizou,"Le Pizou",8
leguillac-de-cercles,Léguillac-de-Cercles,20
leguillac-de-l-auche,Léguillac-de-l'Auche,20
lembras,Lembras,7
lempzours,Lempzours,9
les-eyzies-de-tayac-sireuil,"Les Eyzies-de-Tayac-Sireuil",27
les-farges,"Les Farges",10
les-graulges,"Les Graulges",12
les-leches,"Les Lèches",10
ligueux,Ligueux,7
limeuil,Limeuil,7
limeyrat,Limeyrat,8
liorac-sur-louyre,Liorac-sur-Louyre,17
lisle,Lisle,5
lolme,Lolme,5
loubejac,Loubejac,8
lunas,Lunas,5
lusignac,Lusignac,8
lussas-et-nontronneau,Lussas-et-Nontronneau,21
manaurie,Manaurie,8
manzac-sur-vern,Manzac-sur-Vern,15
marcillac-saint-quentin,Marcillac-Saint-Quentin,23
mareuil,Mareuil,7
marnac,Marnac,6
marquay,Marquay,7
marsac-sur-l-isle,Marsac-sur-l'Isle,17
marsales,Marsalès,8
marsaneix,Marsaneix,9
maurens,Maurens,7
mauzac-et-grand-castang,Mauzac-et-Grand-Castang,23
mauzens-et-miremont,Mauzens-et-Miremont,19
mayac,Mayac,5
mazeyrolles,Mazeyrolles,11
menesplet,Ménesplet,9
mensignac,Mensignac,9
mescoules,Mescoules,9
meyrals,Meyrals,7
mialet,Mialet,6
milhac-d-auberoche,Milhac-d'Auberoche,18
milhac-de-nontron,Milhac-de-Nontron,17
minzac,Minzac,6
molieres,Molières,8
monbazillac,Monbazillac,11
monestier,Monestier,9
monfaucon,Monfaucon,9
monmadales,Monmadalès,10
monmarves,Monmarvès,9
monpazier,Monpazier,9
monplaisant,Monplaisant,11
monsac,Monsac,6
monsaguel,Monsaguel,9
monsec,Monsec,6
montagnac-d-auberoche,Montagnac-d'Auberoche,21
montagnac-la-crempse,Montagnac-la-Crempse,20
montagrier,Montagrier,10
montaut,Montaut,7
montazeau,Montazeau,9
montcaret,Montcaret,9
montferrand-du-perigord,Montferrand-du-Périgord,23
montignac,Montignac,9
montpeyroux,Montpeyroux,11
montpon-menesterol,Montpon-Ménestérol,18
montrem,Montrem,7
mouleydier,Mouleydier,10
moulin-neuf,Moulin-Neuf,11
mouzens,Mouzens,7
mussidan,Mussidan,8
nabirat,Nabirat,7
nadaillac,Nadaillac,9
nailhac,Nailhac,7
nanteuil-auriac-de-bourzac,Nanteuil-Auriac-de-Bourzac,26
nantheuil,Nantheuil,9
nanthiat,Nanthiat,8
nastringues,Nastringues,11
naussannes,Naussannes,10
negrondes,Négrondes,9
neuvic,Neuvic,6
nojals-et-clotte,Nojals-et-Clotte,16
nontron,Nontron,7
notre-dame-de-sanilhac,Notre-Dame-de-Sanilhac,22
orliac,Orliac,6
orliaguet,Orliaguet,9
parcoul,Parcoul,7
paulin,Paulin,6
paunat,Paunat,6
paussac-et-saint-vivien,Paussac-et-Saint-Vivien,23
payzac,Payzac,6
pazayac,Pazayac,7
perigueux,Périgueux,9
petit-bersac,Petit-Bersac,12
peyrignac,Peyrignac,9
peyrillac-et-millac,Peyrillac-et-Millac,19
peyzac-le-moustier,Peyzac-le-Moustier,18
pezuls,Pezuls,6
piegut-pluviers,Piégut-Pluviers,15
plaisance,Plaisance,9
plazac,Plazac,6
pomport,Pomport,7
ponteyraud,Ponteyraud,10
pontours,Pontours,8
port-sainte-foy-et-ponchapt,Port-Sainte-Foy-et-Ponchapt,27
prats-de-carlux,Prats-de-Carlux,15
prats-du-perigord,Prats-du-Périgord,17
pressignac-vicq,Pressignac-Vicq,15
preyssac-d-excideuil,Preyssac-d'Excideuil,20
prigonrieux,Prigonrieux,11
proissans,Proissans,9
puymangou,Puymangou,9
puyrenier,Puyrenier,9
queyssac,Queyssac,8
quinsac,Quinsac,7
rampieux,Rampieux,8
razac-d-eymet,Razac-d'Eymet,13
razac-de-saussignac,Razac-de-Saussignac,19
razac-sur-l-isle,Razac-sur-l'Isle,16
ribagnac,Ribagnac,8
riberac,Ribérac,7
rouffignac-de-sigoules,Rouffignac-de-Sigoulès,22
rouffignac-saint-cernin-de-reilhac,Rouffignac-Saint-Cernin-de-Reilhac,34
rudeau-ladosse,Rudeau-Ladosse,14
sadillac,Sadillac,8
sagelat,Sagelat,7
saint-agne,Saint-Agne,10
saint-amand-de-belves,Saint-Amand-de-Belvès,21
saint-amand-de-coly,Saint-Amand-de-Coly,19
saint-amand-de-vergt,Saint-Amand-de-Vergt,20
saint-andre-d-allas,Saint-André-d'Allas,19
saint-andre-de-double,Saint-André-de-Double,21
saint-antoine-cumond,Saint-Antoine-Cumond,20
saint-antoine-d-auberoche,Saint-Antoine-d'Auberoche,25
saint-antoine-de-breuilh,Saint-Antoine-de-Breuilh,24
saint-aquilin,Saint-Aquilin,13
saint-astier,Saint-Astier,12
saint-aubin-de-cadelech,Saint-Aubin-de-Cadelech,23
saint-aubin-de-lanquais,Saint-Aubin-de-Lanquais,23
saint-aubin-de-nabirat,Saint-Aubin-de-Nabirat,22
saint-aulaye,Saint-Aulaye,12
saint-avit-de-vialard,Saint-Avit-de-Vialard,21
saint-avit-riviere,Saint-Avit-Rivière,18
saint-avit-senieur,Saint-Avit-Sénieur,18
saint-barthelemy-de-bellegarde,Saint-Barthélemy-de-Bellegarde,30
saint-barthelemy-de-bussiere,Saint-Barthélemy-de-Bussière,28
saint-capraise-d-eymet,Saint-Capraise-d'Eymet,22
saint-capraise-de-lalinde,Saint-Capraise-de-Lalinde,25
saint-cassien,Saint-Cassien,13
saint-cernin-de-l-herm,Saint-Cernin-de-l'Herm,22
saint-cernin-de-labarde,Saint-Cernin-de-Labarde,23
saint-chamassy,Saint-Chamassy,14
saint-cirq,Saint-Cirq,10
saint-crepin-d-auberoche,Saint-Crépin-d'Auberoche,24
saint-crepin-de-richemont,Saint-Crépin-de-Richemont,25
saint-crepin-et-carlucet,Saint-Crépin-et-Carlucet,24
saint-cybranet,Saint-Cybranet,14
saint-cyprien,Saint-Cyprien,13
saint-cyr-les-champagnes,Saint-Cyr-les-Champagnes,24
saint-estephe,Saint-Estèphe,13
saint-etienne-de-puycorbier,Saint-Etienne-de-Puycorbier,27
saint-felix-de-bourdeilles,Saint-Félix-de-Bourdeilles,26
saint-felix-de-reillac-et-mortemart,Saint-Félix-de-Reillac-et-Mortemart,35
saint-felix-de-villadeix,Saint-Félix-de-Villadeix,24
saint-front-d-alemps,Saint-Front-d'Alemps,20
saint-front-de-pradoux,Saint-Front-de-Pradoux,22
saint-front-la-riviere,Saint-Front-la-Rivière,22
saint-front-sur-nizonne,Saint-Front-sur-Nizonne,23
saint-genies,Saint-Geniès,12
saint-georges-blancaneix,Saint-Georges-Blancaneix,24
saint-georges-de-montclard,Saint-Georges-de-Montclard,26
saint-geraud-de-corps,Saint-Géraud-de-Corps,21
saint-germain-de-belves,Saint-Germain-de-Belvès,23
saint-germain-des-pres,Saint-Germain-des-Prés,22
saint-germain-du-salembre,Saint-Germain-du-Salembre,25
saint-germain-et-mons,Saint-Germain-et-Mons,21
saint-gery,Saint-Géry,10
saint-geyrac,Saint-Geyrac,12
saint-hilaire-d-estissac,Saint-Hilaire-d'Estissac,24
saint-jean-d-ataux,Saint-Jean-d'Ataux,18
saint-jean-d-estissac,Saint-Jean-d'Estissac,21
saint-jean-d-eyraud,Saint-Jean-d'Eyraud,19
saint-jean-de-cole,Saint-Jean-de-Côle,18
saint-jory-de-chalais,Saint-Jory-de-Chalais,21
saint-jory-las-bloux,Saint-Jory-las-Bloux,20
saint-julien-d-eymet,Saint-Julien-d'Eymet,20
saint-julien-de-bourdeilles,Saint-Julien-de-Bourdeilles,27
saint-julien-de-crempse,Saint-Julien-de-Crempse,23
saint-julien-de-lampon,Saint-Julien-de-Lampon,22
saint-just,Saint-Just,10
saint-laurent-des-batons,Saint-Laurent-des-Bâtons,24
saint-laurent-des-hommes,Saint-Laurent-des-Hommes,24
saint-laurent-des-vignes,Saint-Laurent-des-Vignes,24
saint-laurent-la-vallee,Saint-Laurent-la-Vallée,23
saint-laurent-sur-manoire,Saint-Laurent-sur-Manoire,25
saint-leon-d-issigeac,Saint-Léon-d'Issigeac,21
saint-leon-sur-l-isle,Saint-Léon-sur-l'Isle,21
saint-leon-sur-vezere,Saint-Léon-sur-Vézère,21
saint-louis-en-l-isle,Saint-Louis-en-l'Isle,21
saint-marcel-du-perigord,Saint-Marcel-du-Périgord,24
saint-marcory,Saint-Marcory,13
saint-martial-d-albarede,Saint-Martial-d'Albarède,24
saint-martial-d-artenset,Saint-Martial-d'Artenset,24
saint-martial-de-nabirat,Saint-Martial-de-Nabirat,24
saint-martial-de-valette,Saint-Martial-de-Valette,24
saint-martial-viveyrol,Saint-Martial-Viveyrol,22
saint-martin-de-fressengeas,Saint-Martin-de-Fressengeas,27
saint-martin-de-gurson,Saint-Martin-de-Gurson,22
saint-martin-de-riberac,Saint-Martin-de-Ribérac,23
saint-martin-des-combes,Saint-Martin-des-Combes,23
saint-martin-l-astier,Saint-Martin-l'Astier,21
saint-martin-le-pin,Saint-Martin-le-Pin,19
saint-maime-de-pereyrol,Saint-Maime-de-Péreyrol,23
saint-meard-de-drone,Saint-Méard-de-Drône,20
saint-meard-de-gurcon,Saint-Méard-de-Gurçon,21
saint-medard-d-excideuil,Saint-Médard-d'Excideuil,24
saint-medard-de-mussidan,Saint-Médard-de-Mussidan,24
saint-mesmin,Saint-Mesmin,12
saint-michel-de-double,Saint-Michel-de-Double,22
saint-michel-de-montaigne,Saint-Michel-de-Montaigne,25
saint-michel-de-villadeix,Saint-Michel-de-Villadeix,25
saint-nexans,Saint-Nexans,12
saint-pancrace,Saint-Pancrace,14
saint-pantaly-d-ans,Saint-Pantaly-d'Ans,19
saint-pantaly-d-excideuil,Saint-Pantaly-d'Excideuil,25
saint-pardoux-de-drone,Saint-Pardoux-de-Drône,22
saint-pardoux-et-vielvic,Saint-Pardoux-et-Vielvic,24
saint-pardoux-la-riviere,Saint-Pardoux-la-Rivière,24
saint-paul-de-serre,Saint-Paul-de-Serre,19
saint-paul-la-roche,Saint-Paul-la-Roche,19
saint-paul-lizonne,Saint-Paul-Lizonne,18
saint-perdoux,Saint-Perdoux,13
saint-pierre-d-eyraud,Saint-Pierre-d'Eyraud,21
saint-pierre-de-chignac,Saint-Pierre-de-Chignac,23
saint-pierre-de-cole,Saint-Pierre-de-Côle,20
saint-pierre-de-frugie,Saint-Pierre-de-Frugie,22
saint-pompont,Saint-Pompont,13
saint-priest-les-fougeres,Saint-Priest-les-Fougères,25
saint-privat-des-pres,Saint-Privat-des-Prés,21
saint-rabier,Saint-Rabier,12
saint-raphael,Saint-Raphaël,13
saint-remy,Saint-Rémy,10
saint-romain-de-monpazier,Saint-Romain-de-Monpazier,25
saint-romain-et-saint-clement,Saint-Romain-et-Saint-Clément,29
saint-saud-lacoussiere,Saint-Saud-Lacoussière,22
saint-sauveur,Saint-Sauveur,13
saint-sauveur-lalande,Saint-Sauveur-Lalande,21
saint-seurin-de-prats,Saint-Seurin-de-Prats,21
saint-severin-d-estissac,Saint-Séverin-d'Estissac,24
saint-sulpice-d-excideuil,Saint-Sulpice-d'Excideuil,25
saint-sulpice-de-mareuil,Saint-Sulpice-de-Mareuil,24
saint-sulpice-de-roumagnac,Saint-Sulpice-de-Roumagnac,26
saint-victor,Saint-Victor,12
saint-vincent-de-connezac,Saint-Vincent-de-Connezac,25
saint-vincent-de-cosse,Saint-Vincent-de-Cosse,22
saint-vincent-jalmoutiers,Saint-Vincent-Jalmoutiers,25
saint-vincent-le-paluel,Saint-Vincent-le-Paluel,23
saint-vincent-sur-l-isle,Saint-Vincent-sur-l'Isle,24
saint-vivien,Saint-Vivien,12
sainte-alvere,Sainte-Alvère,13
sainte-croix,Sainte-Croix,12
sainte-croix-de-mareuil,Sainte-Croix-de-Mareuil,23
sainte-eulalie-d-ans,Sainte-Eulalie-d'Ans,20
sainte-eulalie-d-eymet,Sainte-Eulalie-d'Eymet,22
sainte-foy-de-belves,Sainte-Foy-de-Belvès,20
sainte-foy-de-longas,Sainte-Foy-de-Longas,20
sainte-innocence,Sainte-Innocence,16
sainte-marie-de-chignac,Sainte-Marie-de-Chignac,23
sainte-mondane,Sainte-Mondane,14
sainte-nathalene,Sainte-Nathalène,16
sainte-orse,Sainte-Orse,11
sainte-radegonde,Sainte-Radegonde,16
sainte-sabine-born,Sainte-Sabine-Born,18
sainte-trie,Sainte-Trie,11
salagnac,Salagnac,8
salignac-eyvigues,Salignac-Eyvigues,17
salles-de-belves,Salles-de-Belvès,16
salon,Salon,5
sarlande,Sarlande,8
sarlat-la-caneda,Sarlat-la-Canéda,16
sarliac-sur-l-isle,Sarliac-sur-l'Isle,18
sarrazac,Sarrazac,8
saussignac,Saussignac,10
savignac-de-miremont,Savignac-de-Miremont,20
savignac-de-nontron,Savignac-de-Nontron,19
savignac-ledrier,Savignac-Lédrier,16
savignac-les-eglises,Savignac-les-Eglises,20
sceau-saint-angel,Sceau-Saint-Angel,17
segonzac,Segonzac,8
sencenac-puy-de-fourches,Sencenac-Puy-de-Fourches,24
sergeac,Sergeac,7
serres-et-montguyard,Serres-et-Montguyard,20
servanches,Servanches,10
sigoules,Sigoulès,8
simeyrols,Simeyrols,9
singleyrac,Singleyrac,10
siorac-de-riberac,Siorac-de-Ribérac,17
siorac-en-perigord,Siorac-en-Périgord,18
sorges,Sorges,6
soudat,Soudat,6
soulaures,Soulaures,9
sourzac,Sourzac,7
tamnies,Tamniès,7
teillots,Teillots,8
temple-laguyon,Temple-Laguyon,14
terrasson-lavilledieu,Terrasson-Lavilledieu,21
teyjat,Teyjat,6
thenac,Thénac,6
thenon,Thenon,6
thiviers,Thiviers,8
thonac,Thonac,6
tocane-saint-apre,Tocane-Saint-Apre,17
tourtoirac,Tourtoirac,10
trelissac,Trélissac,9
tremolat,Trémolat,8
tursac,Tursac,6
urval,Urval,5
valeuil,Valeuil,7
vallereuil,Vallereuil,10
valojoulx,Valojoulx,9
vanxains,Vanxains,8
varaignes,Varaignes,9
varennes,Varennes,8
vaunac,Vaunac,6
velines,Vélines,7
vendoire,Vendoire,8
verdon,Verdon,6
vergt,Vergt,5
vergt-de-biron,Vergt-de-Biron,14
verteillac,Verteillac,10
veyrignac,Veyrignac,9
veyrines-de-domme,Veyrines-de-Domme,17
veyrines-de-vergt,Veyrines-de-Vergt,17
vezac,Vézac,5
vieux-mareuil,Vieux-Mareuil,13
villac,Villac,6
villamblard,Villamblard,11
villars,Villars,7
villefranche-de-lonchat,Villefranche-de-Lonchat,23
villefranche-du-perigord,Villefranche-du-Périgord,24
villetoureix,Villetoureix,12
vitrac,Vitrac,6
abbans-dessous,Abbans-Dessous,14
abbans-dessus,Abbans-Dessus,13
abbenans,Abbenans,8
abbevillers,Abbévillers,11
accolans,Accolans,8
adam-les-passavant,Adam-lès-Passavant,18
adam-les-vercel,Adam-lès-Vercel,15
aibre,Aibre,5
aissey,Aïssey,6
allenjoie,Allenjoie,9
allondans,Allondans,9
amagney,Amagney,7
