rewrite,gentile_h_ville,nbre_car
vezzanai,Vezzanai,8
vignalai,Vignalai,8
villai,Villai,6
vivariai,Vivariai,8
volpajolai,Volpajolai,10
zalanai,Zalanai,7
ziliai,Ziliai,6
zuanai,Zuanai,6
agencourtoi,Agencourtoi,11
ageysien,Ageysien,8
aqueducien,Aqueducien,10
aignacoi,Aignacoi,8
aisereen,Aiseréen,8
aiseyen,Aiseyen,7
asien,Asien,5
alisien,Alisien,7
alerien,Alérien,7
aloxoi,Aloxoi,6
ampilliacien,Ampilliacien,12
ampillien,Ampillien,9
anceyeen,Anceyéen,8
antinnien,Antinnien,9
acetilloi,Acétilloi,9
arceloi,Arceloi,7
arcenantai,Arcenantai,10
arconceyen,Arconceyen,10
argillien,Argillien,9
arnetoi,Arnétoi,7
arnetoi,Arnétoi,7
asnieroi,Asniéroi,8
asnieroi,Asniéroi,8
atheen,Athéen,6
albineyai,Albineyai,9
aubignotin,Aubignotin,10
astricurtoi,Astricurtoi,11
auvilleroi,Auvilleroi,10
alceen,Alcéen,6
auxonnai,Auxonnai,8
avelangeai,Avelangeai,10
avosnien,Avosnien,8
bagnotin,Bagnotin,8
bagnosien,Bagnosien,9
baieloi,Baieloi,7
barbirotin,Barbirotin,10
barrien,Barrien,7
barroi,Barroi,6
bargeoi,Bargeoi,7
barjonai,Barjonai,8
balbiniacoi,Balbiniacoi,11
rochebalmien,Rochebalmien,12
beaunoi,Beaunoi,7
beaunottai,Beaunottai,10
beireen,Beiréen,7
beiroi,Beiroi,6
belannai,Belannai,8
bellefontain,Bellefontain,12
belleneuvoi,Belleneuvoi,11
bellenodien,Bellenodien,11
bellenotai,Bellenotai,10
benovroi,Benovroi,8
bassiacoi,Bassiacoi,9
baldericien,Baldéricien,11
belvesien,Belvesien,9
bezoi,Bézoi,5
bezouottai,Bézouottai,10
billeyoi,Billeyoi,8
bingeoi,Bingeoi,7
bicceen,Biccéen,7
bisseen,Bisséen,7
blaneen,Blanéen,7
blaisoi,Blaisoi,7
blanceen,Blancéen,8
blanotien,Blanotien,9
belinien,Bélinien,8
blignotin,Blignotin,9
belineen,Bélinéen,8
boncourtoi,Boncourtoi,10
bonnencontroi,Bonnencontroi,13
boudrevilloi,Boudrevilloi,12
boesien,Boésien,7
bouillandin,Bouillandin,11
buxien,Buxien,6
bussenotin,Bussenotin,10
boceen,Bocéen,6
bouxoi,Bouxoi,6
bouzard,Bouzard,7
braingat,Braingat,8
braules,Braulés,7
brazeen,Brazéen,7
brazeen,Brazéen,7
brevien,Brévien,7
bresseylien,Bresseylien,11
bretenierai,Bretenièrai,11
bretenoi,Bretenoi,8
briannoi,Briannoi,8
brionourcien,Brionourcien,12
brochonnai,Brochonnai,10
brognonai,Brognonai,9
buffonnai,Buffonnai,9
bunceen,Buncéen,7
bureen,Buréen,6
busseautoi,Busseautoi,10
buxerien,Buxérien,8
bussyen,Bussyen,7
bussynoi,Bussynoi,8
buxerolloi,Buxerolloi,10
censereen,Censeréen,9
cerilloi,Cérilloi,8
cesseyen,Cesseyen,8
casnedoi,Casnédoi,8
abanicampien,Abanicampien,12
chamblantin,Chamblantin,11
camboi,Camboi,6
chambolloi,Chambolloi,10
chamessonnai,Chamessonnai,12
chaldoiseloi,Chaldoiseloi,12
champenoi,Champenoi,9
champagnyen,Champagnyen,11
champdosien,Champdôsien,11
champelien,Champelien,10
champainoloi,Champainoloi,12
cancelloi,Cancelloi,9
charenceen,Charencéen,10
calmien,Calmien,7
charneen,Charnéen,8
chassagnai,Chassagnai,10
chasseyoi,Chasseyoi,9
castelnovien,Castelnovien,12
chatillonnai,Châtillonnai,12
chaumien,Chaumien,8
calmoi,Calmoi,6
chaumontoi,Chaumontoi,10
chaulai,Chaulai,7
chazubeen,Chazubéen,9
chazilleen,Chazilléen,10
chenevelier,Chenevelier,11
chevignoi,Chevignoi,9
chivrot,Chivrot,7
ciresien,Cirésien,8
civrotin,Civrotin,8
clenoi,Clénoi,6
clomoi,Clomoi,6
collongeoi,Collongeoi,10
colombarien,Colombarien,11
commarinoi,Commarinoi,10
corberonnai,Corberonnai,11
corcelloi,Corcelloi,9
corcelloi,Corcelloi,9
corcelloi,Corcelloi,9
corgengougeoi,Corgengougeoi,13
corgolinoi,Corgolinoi,10
cormotoi,Cormotoi,8
corpelai,Corpelai,8
corrombloi,Corrombloi,10
corsaintoi,Corsaintoi,10
couchoi,Couchoi,7
colombin,Colombin,8
courbanai,Courbanai,9
courcelloi,Courcelloi,10
courlonai,Courlonai,9
courtenonai,Courtenonai,11
crepetain,Crépétain,9
crepandai,Crépandai,9
graivolon,Graivôlon,9
crugeen,Crugéen,7
cucirien,Cucirien,8
culibrai,Culibrai,8
curtilien,Curtilien,9
curtiloi,Curtiloi,8
cusseen,Cusséen,7
daixoi,Daixoi,6
daroisien,Daroisien,9
digantoi,Digantoi,8
dienaisoi,Diénaisoi,9
dijonnai,Dijonnai,8
drambonai,Drambonai,9
duesmoi,Duesmoi,7
ebateloi,Ebateloi,8
echalotai,Echalotai,9
echenonnai,Echenonnai,10
echevannai,Echevannai,10
espiceen,Espicéen,8
esbarroi,Esbarroi,8
essaroyen,Essaroyen,9
stalentai,Stalentai,9
estivalien,Estivalien,10
stolmarien,Stolmarien,10
etrocheyen,Etrocheyen,10
finoi,Finoi,5
finoi,Finoi,5
faverollai,Faverollai,10
fedinoi,Fédinoi,7
fixinoi,Fixinoi,7
flageotin,Flageotin,9
flavignerotin,Flavignerotin,13
flavignien,Flavignien,10
borbeteils,Borbeteils,10
foisseen,Foisséen,8
sacrefontain,Sacrefontain,12
fontenoi,Fontenoi,8
fontainoi,Fontainoi,9
dubifontain,Dubifontain,11
fontanoi,Fontanoi,8
forleanai,Forléanai,9
franchevilloi,Franchevilloi,13
frasnetien,Frasnetien,10
gemelloi,Gemelloi,8
genlisien,Genlisien,9
gerlandai,Gerlandai,9
gibriacoi,Gibriaçoi,9
gevrollai,Gévrollai,9
gillotin,Gillotin,8
gisseen,Gisséen,7
granceen,Grancéen,8
grignonai,Grignonai,9
griselloi,Griselloi,9
grosboisien,Grosboisien,11
gurgycoi,Gurgyçoi,8
castelgurgissoi,Castelgurgissoi,15
hautevilloi,Hautevilloi,11
gaillat,Gaillat,7
issoi,Issoi,5
ivryen,Ivryen,6
izeuroi,Izeuroi,7
izieroi,Izieroi,7
jallangeoi,Jallangeoi,10
juscussien,Juscussien,10
jouyai,Jouyai,6
jersenvalien,Jersenvalien,12
jorsien,Jorsien,7
buxeroi,Buxéroi,7
chaumai,Chaumai,7
lamotterai,Lamotterai,10
rocheloi,Rocheloi,8
rochepotoi,Rochepotoi,10
albergamentoi,Albergamentoi,13
labergementai,Labergementai,13
cafard,Cafard,6
brueroi,Bruéroi,7
lacanchoi,Lacanchoi,9
ladoisien,Ladoisien,9
laignoi,Laignoi,7
lamarchoi,Lamarchoi,9
lamargelloi,Lamargelloi,11
baulas,Baulas,6
lanthoi,Lanthoi,7
festoi,Festoi,6
chastelien,Chastelien,10
lirien,Lirien,6
guloi,Guloi,5
maillotin,Maillotin,9
leugleen,Leugléen,8
levernoisien,Levernoisien,12
liernaisien,Liernaisien,11
lignerolloi,Lignerolloi,11
longchampoi,Longchampoi,11
longecourtoi,Longecourtoi,12
longecortien,Longecortien,12
longvicien,Longvicien,10
losnai,Losnai,6
legismien,Legismien,9
luceen,Lucéen,6
lusignien,Lusignien,9
luxoi,Luxoi,5
macongeoi,Macongeoi,9
magnienoi,Magniénoi,9
magnotin,Magnotin,8
magnotin,Magnotin,8
magnytilloi,Magnytilloi,11
malinoi,Mâlinoi,7
maslignoi,Maslignoi,9
manleen,Manléen,7
marcossolai,Marcossolai,11
tillimarien,Tillimarien,11
marcenacien,Marcenacien,11
martroisien,Martroisien,11
massingeoi,Massingeoi,10
daguin,Daguin,6
massingien,Massingien,10
mavilleen,Mavilléen,9
menesbloi,Menesbloi,9
menessarai,Ménessarai,10
menetrier,Ménétrier,9
mesmontoi,Mesmontoi,9
messangeoi,Messangeoi,10
messigneen,Messignéen,10
meuillotin,Meuillotin,10
murisaltien,Murisaltien,11
mimeuroi,Mimeuroi,8
mirebelloi,Mirebelloi,10
mentronnoi,Mentronnoi,10
molesmien,Molesmien,9
molinotoi,Molinotoi,9
molphinoi,Molphinoi,9
montinibeaunoi,Montinibeaunoi,14
montbardoi,Montbardoi,10
montbertalicien,Montbertalicien,15
monthelien,Monthelien,10
montignarmanconnai,Montignarmanconnai,18
montignoi,Montignoi,9
montmoyennai,Montmoyennai,12
mossonnai,Mossonnai,9
reomoi,Réomoi,6
musiniacoi,Musiniacoi,10
nanssouthilien,Nanssouthilien,14
nesloi,Nesloi,6
neuillyen,Neuillyen,9
nicetoi,Nicetoi,7
nodeen,Nodéen,6
noidantai,Noidantai,9
noironnai,Noironnai,9
noironnai,Noironnai,9
nolaytoi,Nolaytoi,8
norgeoi,Norgeoi,7
nuiton,Nuiton,6
albestreen,Albestréen,10
auderatien,Audératien,10
ougeoi,Ougeoi,6
pagnotain,Pagnotain,9
pagnitain,Pagnitain,9
pangeoi,Pangeoi,7
pasquoi,Pasquoi,7
pilarien,Pilarien,8
pernandai,Pernandai,9
patrinien,Patrinien,9
patriniacien,Patriniacien,12
pichangeai,Pichangeai,10
plombieroi,Plombiéroi,10
pluviusien,Pluviusien,10
poinconnai,Poinçonnai,10
puteolai,Putéolai,8
pommardoi,Pommardoi,9
ponceen,Poncéen,7
podentien,Podentien,9
pontiliacien,Pontiliacien,12
pothieroi,Pothiéroi,9
pollien,Pollien,7
pralonnai,Prâlonnai,9
precylien,Précylien,9
premelien,Prémelien,9
premieroi,Premiéroi,9
pernolei,Pernolei,8
pruslien,Pruslien,8
pulignieusien,Pulignieusien,13
cuminiaculien,Cuminiaculien,13
quetignoi,Quetignoi,9
quiconnier,Quiçonnier,10
quincicoi,Quinciçoi,9
receen,Recéen,6
remilloi,Remilloi,8
rumilliai,Rumilliai,9
renevoi,Renévoi,7
reulloi,Reulloi,7
rieloi,Rieloi,6
rochefortien,Rochefortien,12
rougemontoi,Rougemontoi,11
rouvraisien,Rouvraisien,11
roburien,Roburien,8
ruffeen,Rufféen,7
saffrotin,Saffrotin,9
andeolien,Andéolien,9
epleumien,Epleumien,9
saint-aubinoi,Saint-Aubinoi,13
rocagermanoi,Rocagermanoi,12
beurets,Beurets,7
losnai,Losnai,6
julianoi,Julianoi,8
leodegardien,Léodégardien,12
marimartinai,Marimartinai,12
nicocistellien,Nicocistellien,14
petrivaloi,Pétrivaloi,10
prejectai,Préjectai,9
remigeoi,Rémigeoi,8
san-salvatorien,San-Salvatorien,15
saint-seinai,Saint-Seinai,12
saint-sequanai,Saint-Séquanai,14
saint-eusebien,Saint-Eusébien,14
saint-victorien,Saint-Victorien,15
colombin,Colombin,8
sanmaritain,Sanmaritain,11
ouchimarien,Ouchimarien,11
saint-sabinoi,Saint-Sabinoi,13
salmaisien,Salmaisien,10
santenoi,Santenoi,8
santossien,Santossien,10
sedelocien,Sédélocien,10
saulonnai,Saulonnai,9
saulonnai,Saulonnai,9
salcien,Salcien,7
savinoi,Savinoi,7
savignien,Savignien,9
savillard,Savillard,9
savoisien,Savoisien,9
savollien,Savollien,9
savougeoi,Savougeoi,9
selongeen,Selongéen,9
semuroi,Semuroi,7
sennecoi,Senneçoi,8
seurroi,Seurroi,7
soissonnai,Soissonnai,10
sombernonai,Sombernonai,11
spoyen,Spoyen,6
succisai,Succisai,8
taillissien,Taillissien,11
talantai,Talantai,8
talamaroi,Talamaroi,9
tartoi,Tartoi,6
tallicien,Tallicien,9
terrefondreen,Terrefondréen,13
thostoi,Thostoi,7
thurysien,Thurysien,9
tillinien,Tillinien,9
touillonai,Touillonai,10
toutrysien,Toutrysien,10
trecarien,Trécarien,9
trouhannai,Trouhannai,10
troallien,Troallien,9
trugnotin,Trugnotin,9
turcien,Turcien,7
val-suzonnai,Val-Suzonnai,12
vannairoi,Vannairoi,9
vanveen,Vanvéen,7
varoischaignotin,Varoischaignotin,16
vauchignonien,Vauchignonien,13
saulivalloi,Saulivalloi,11
velarsoi,Velarsoi,8
velonien,Velonien,8
laumoi,Laumoi,6
veridinaceen,Véridinacéen,12
vernoisien,Vernoisien,10
vernotai,Vernotai,8
veronnai,Véronnai,8
vertelloi,Vertelloi,9
vesvrien,Vesvrien,8
veuveysien,Veuveysien,10
veuxhaulloi,Veuxhaulloi,11
viangeai,Viangeai,8
vicien,Vicien,6
vicoi,Vicoi,5
vicisilien,Vicisilien,10
vielvergeoi,Vielvergeoi,11
veticastrien,Véticastrien,12
vetivinoi,Vétivinoi,9
vetivicoi,Vétivicoi,9
vineoloi,Vinéoloi,8
villeneen,Villenéen,9
villargosien,Villargosien,12
villersoi,Villersoi,9
fontanivilloi,Fontanivilloi,13
villabranien,Villabranien,12
villebichotain,Villebichotain,14
villacomitien,Villacomitien,13
deipolitain,Deipolitain,11
villaferrien,Villaferrien,12
villeneuvien,Villeneuvien,12
fayavilloi,Fayavilloi,10
potier,Potier,6
patrasien,Patrasien,9
rotinien,Rotinien,8
villicusien,Villicusien,11
morvandivillerai,Morvandivillerai,16
ducivilleroi,Ducivilleroi,12
villottien,Villottien,10
villottoi,Villottoi,9
villyssoi,Villyssoi,9
villymonasterien,Villymonastérien,16
bottien,Bottien,7
vittelien,Vittelien,9
vixoi,Vixoi,5
volnaysien,Volnaysien,10
vongien,Vongien,7
vosnier,Vosnier,7
vuldonai,Vuldonai,8
vougeotin,Vougeotin,9
voulainai,Voulainai,9
allineucoi,Allineucoi,10
andelai,Andelai,7
aucaleuen,Aucaleuen,9
begarroi,Bégarroi,8
belleiloi,Belleiloi,9
berhetoi,Berhetoi,8
binicai,Binicai,7
bobitalai,Bobitalai,9
briacin,Briacin,7
bourseulai,Bourseulai,10
brehandai,Bréhandai,9
brelidien,Brélidien,9
bringoloi,Bringoloi,9
broonai,Broonai,7
brusvilien,Brusvilien,10
bulatoi,Bulatoi,7
calanheloi,Calanheloi,10
callacoi,Callacoi,8
calorguennai,Calorguennai,12
camlezien,Camlézien,9
canihueloi,Canihueloi,10
caouennecai,Caouënnecai,11
carnoetoi,Carnoëtoi,9
caulnai,Caulnai,7
caurelloi,Caurelloi,9
cavannai,Cavannai,8
chatelaudrinai,Châtelaudrinai,14
coadoutai,Coadoutai,9
coatascornai,Coatascornai,12
coatrevenai,Coatrévenai,11
coetlogonnai,Coëtlogonnai,12
coetmieusien,Coëtmieusien,12
cohiniacai,Cohiniacai,10
collineen,Collinéen,9
corlaysien,Corlaysien,10
curiosolite,Curiosolite,11
crehennai,Créhennai,9
dinannai,Dinannai,8
dulcineen,Dulcinéen,9
duaultoi,Duaultoi,8
ereacai,Eréacai,7
regineen,Réginéen,8
tagarin,Tagarin,7
evrannai,Evrannai,8
freheloi,Fréheloi,8
gaussonai,Gaussonai,9
glomeloi,Glomeloi,8
gomeneen,Gomenéen,8
gommenechoi,Gommenechoi,11
gouarecain,Gouarécain,10
goudelinai,Goudelinai,10
gracieux,Grâcieux,8
gracieux,Gracieux,8
guenrocoi,Guenrocoi,9
guingampai,Guingampai,10
guitteen,Guittéen,8
gurunhuelloi,Gurunhuelloi,12
hemonstorien,Hémonstorien,12
henanbihannai,Hénanbihannai,13
henansalai,Hénansalai,10
hengoatai,Hengoatai,9
henonnai,Hénonnai,8
hillionnai,Hillionnai,10
brehatin,Bréhatin,8
illifautai,Illifautai,10
jugonnai,Jugonnai,8
kerborzien,Kerborzien,10
kerfotai,Kerfotai,8
kergristoi,Kergristoi,10
kerinoi,Kérinoi,7
kermarianai,Kermarianai,11
kermorochoi,Kermorochoi,11
kerpertoi,Kerpertoi,9
hermilorgeoi,Hermilorgeoi,12
lambollien,Lambollien,10
chapelloi,Chapelloi,9
chapelle-neuvoi,Chapelle-Neuvoi,15
chezien,Chézien,7
ferrandier,Ferrandier,10
harmoyen,Harmoyen,8
landecoi,Landécoi,8
malhourin,Malhourin,9
meaugonnai,Méaugonnai,10
motterieux,Mottérieux,10
prenessayai,Prénessayai,11
rochoi,Rochoi,6
vicomtoi,Vicomtoi,8
lamballai,Lamballai,9
lancieutin,Lancieutin,10
landebaeronnai,Landebaëronnai,14
landehennai,Landéhennai,11
lanfinoi,Lanfinoi,8
langastien,Langastien,10
langoatai,Langoatai,9
langourlacien,Langourlacien,13
langrolaisien,Langrolaisien,13
languediacai,Languédiaçai,12
languenanai,Languenanai,11
langueusien,Langueusien,11
laniscatai,Laniscatai,10
lanleffoi,Lanleffoi,9
lanloupai,Lanloupai,9
lanmerinoi,Lanmérinoi,10
lanmodezien,Lanmodézien,11
lannebertoi,Lannebertoi,11
lannionnai,Lannionnai,10
lanrelasien,Lanrelasien,11
lanrivanai,Lanrivanai,10
lanrodecien,Lanrodécien,11
lanticai,Lanticai,8
cotissoi,Côtissoi,8
lanvellecoi,Lanvellecoi,11
lanvollonnai,Lanvollonnai,12
laurenanai,Laurenanai,10
bodeosien,Bodéosien,9
cambutiades,Cambutiades,11
faouetien,Faouëtien,9
foeillai,Foeillai,8
gourayen,Gourayen,8
haut-corlaysien,Haut-Corlaysien,15
hinglezien,Hinglézien,10
leslayen,Leslayen,8
merzerien,Merzerien,9
moustoirien,Moustoirien,11
quilliotai,Quilliotai,10
quiousien,Quiousien,9
vieux-bourgeoi,Vieux-Bourgeoi,14
vieux-marchoi,Vieux-Marchoi,13
lehonnai,Léhonnai,8
campogerosien,Campogérosien,13
lescouetai,Lescouëtai,10
lezardrivien,Lézardrivien,12
locenvelloi,Locenvelloi,11
locarnot,Locarnot,8
loguivien,Loguivien,9
lohuecoi,Lohuécoi,8
loscouetai,Loscouëtai,10
louannecain,Louannecain,11
louargatai,Louargatai,10
loudeacien,Loudéacien,10
mael-carhaisien,Maël-Carhaisien,15
maeloi,Maëloi,6
magoarien,Magoarien,9
mantallotoi,Mantallotoi,11
matignonnai,Matignonnai,11
megritien,Mégritien,9
mellionnecai,Mellionnecai,12
merdrignacien,Merdrignacien,13
merillacien,Mérillacien,11
merleacien,Merléacien,10
meslinoi,Meslinoi,8
minihen,Minihen,7
moncontourai,Moncontourai,12
morivain,Morivain,8
mousterusien,Moustérusien,12
muroi,Mûroi,5
noyalai,Noyalai,7
pabuai,Pabuai,6
paimpolai,Paimpolai,9
pauloi,Pauloi,6
pedernecoi,Pédernecoi,10
penguilai,Penguilai,9
penvenanai,Penvénanai,10
perretoi,Perretoi,8
perrosien,Perrosien,9
peumeritoi,Peumeritoi,10
plenaltai,Plénaltai,9
plaintelai,Plaintelai,10
plancoetin,Plancoëtin,10
planguenoualai,Planguenoualai,14
pleboullai,Pléboullai,10
pledeliacai,Plédéliacai,11
pledranai,Plédranai,9
pleguinai,Pléguinai,9
plehedelai,Pléhédelai,10
plelanai,Plélanai,8
plelauffien,Plélauffien,11
plelotin,Plélotin,8
plemetai,Plémetai,8
plemytain,Plémytain,9
pleneen,Plénéen,7
pleneuvien,Pléneuvien,10
plerinai,Plérinai,8
plerneucoi,Plerneucoi,10
plesidien,Plésidien,9
pleslinoi,Pleslinoi,9
plessalien,Plessalien,10
plessix-balissonnien,Plessix-Balissonnien,20
plestannai,Plestannai,10
plestinai,Plestinai,9
pleubiannai,Pleubiannai,11
pleudanielai,Pleudanielai,12
pleudihennai,Pleudihennai,12
pleumeuroi,Pleumeuroi,10
pleumeurien,Pleumeurien,11
plevennai,Plévennai,9
plevinoi,Plévinoi,8
ploeucoi,Ploeucoi,8
ploezalai,Ploëzalai,9
plorecoi,Plorecoi,8
plouagatin,Plouagatin,10
plouaretai,Plouarétai,10
plouasnai,Plouasnai,9
ploubalaysien,Ploubalaysien,13
ploubazlanecain,Ploubazlanecain,15
ploubezrien,Ploubezrien,11
plouecoi,Plouëcoi,8
plouerai,Plouërai,8
plouezecain,Plouézecain,11
ploufraganai,Ploufraganai,12
plougonveroi,Plougonveroi,12
plougrasien,Plougrasien,11
plougrescantai,Plougrescantai,14
plouguenastai,Plouguenastai,13
plouguiste,Plouguiste,10
plouguielloi,Plouguielloi,12
plouhatin,Plouhatin,9
plouisyen,Plouisyen,9
ploulec-hoi,Ploulec'hoi,11
ploumagoarien,Ploumagoarien,13
milliautai,Milliautai,10
plounerinai,Plounérinai,11
plounevezien,Plounévézien,12
plounevezien,Plounévezien,12
plouracoi,Plouracoi,9
plourhannai,Plourhannai,11
plourivotain,Plourivotain,12
plouvaratin,Plouvaratin,11
plouzelambrai,Plouzélambrai,13
pludualai,Pludualai,9
pludunoneen,Pludunonéen,11
plufurien,Plufurien,9
plumaudannai,Plumaudannai,12
plumaugatai,Plumaugatai,11
plumetai,Plumetai,8
pluriennai,Pluriennai,10
plusquellecoi,Plusquellecoi,13
plussulianai,Plussulianai,12
pluzunetoi,Pluzunétoi,10
pommeretoi,Pommeretoi,10
pommeritain,Pommeritain,11
pommeritain,Pommeritain,11
pont-melvezien,Pont-Melvézien,14
pontrivien,Pontrivien,10
pordicai,Pordicai,8
pouldourannai,Pouldourannai,13
pratai,Pratai,6
quemperroi,Quemperroi,10
quempervenoi,Quempervenoi,12
quessoyai,Quessoyai,9
quevertoi,Quévertoi,9
quintenicai,Quintenicai,11
quintinai,Quintinai,9
rospezien,Rospezien,9
rostrenoi,Rostrenoi,9
rouillacai,Rouillacai,10
rucassien,Rucassien,9
runanai,Runanai,7
saint-adriennai,Saint-Adriennai,15
saint-agathonnai,Saint-Agathonnai,16
albanai,Albanai,7
saint-andreen,Saint-Andréen,13
barnabeen,Barnabéen,9
bihicoi,Bihicoi,7
brandanai,Brandanai,9
briochin,Briochin,8
caradoceen,Caradocéen,10
carneen,Carnéen,7
carreucoi,Carreucoi,9
castin,Castin,6
saint-cletoi,Saint-Clétoi,12
saint-connanai,Saint-Connanai,14
saint-connecoi,Saint-Connecoi,14
guinguenoualai,Guinguenoualai,14
donanai,Donanai,7
stephanoi,Stéphanoi,9
saint-fiacroi,Saint-Fiacroi,13
saintgelvenoi,Saintgelvenoi,13
gildasien,Gildasien,9
saint-gilloi,Saint-Gilloi,12
saint-gilloi,Saint-Gilloi,12
saint-gilloi,Saint-Gilloi,12
saint-gilloi,Saint-Gilloi,12
saint-glenoi,Saint-Glénoi,12
gouenovai,Gouénovai,9
saint-guennoi,Saint-Guennoi,13
helennai,Hélennai,8
herveen,Hervéen,7
jaguen,Jaguen,6
jaguin,Jaguin,6
kerdanielai,Kerdanielai,11
saint-jouannai,Saint-Jouannai,14
judoceen,Judocéen,8
julianai,Julianai,8
juvatien,Juvatien,8
launeucoi,Launeucoi,9
saintlaurentai,SaintLaurentai,14
lormeloi,Lormeloi,8
madennai,Madennai,8
martinai,Martinai,8
meldanai,Meldanai,8
maudezien,Maudézien,9
mayochin,Mayochin,8
melorien,Mélorien,8
michelai,Michelai,8
micheloi,Micheloi,8
nicodemoi,Nicodémoi,9
pelemoi,Pélémoi,7
saint-peveroi,Saint-Péveroi,13
potanai,Pôtanai,7
kenanai,Kénanai,7
quinoceen,Quinocéen,9
rieulai,Rieulai,7
samsonnai,Samsonnai,9
servaisien,Servaisien,10
thelossien,Thélossien,10
trimoelien,Trimoëlien,10
brennovien,Brennovien,10
trephinoi,Tréphinoi,9
senvenai,Senvenai,8
sevignacai,Sévignacai,10
squiffiecoi,Squiffiécoi,11
tadennai,Tadennai,8
tonquedoi,Tonquédoi,9
traminoi,Traminoi,8
trebedannai,Trébédannai,11
trebeurdinai,Trébeurdinai,12
trebrivanai,Trébrivanai,11
trebritien,Trébritien,10
tredanielai,Trédanielai,11
tredarzecoi,Trédarzécoi,11
trediasai,Trédiasai,9
tredrezien,Trédrézien,10
treduderoi,Tréduderoi,10
treffrinoi,Treffrinoi,10
trefumelloi,Tréfumelloi,11
tregastelloi,Trégastelloi,12
treglamusoi,Tréglamusoi,11
tregomeuroi,Trégomeuroi,11
tregonnai,Trégonnai,9
tregonnoi,Trégonnoi,9
tregromoi,Trégromoi,9
tregueusien,Trégueusien,11
treguidelai,Tréguidelai,11
tregorroi,Trégorroi,9
trelevernai,Trélévernai,11
trelivannai,Trélivannai,11
tremargatoi,Trémargatoi,11
tremeloi,Trémeloi,8
tremeloi,Tréméloi,8
tremereucoi,Tréméreucoi,11
tremeuroi,Trémeuroi,9
tremevenai,Trémévenai,10
tremorelai,Trémorelai,10
tremusonnai,Trémusonnai,11
treoganai,Tréoganai,9
tressignaulai,Tressignaulai,13
treveen,Trévéen,7
treveneucoi,Tréveneucoi,11
treverecoi,Trévérecoi,10
trevousien,Trévousien,10
trevronnai,Trévronnai,10
trezenien,Trézénien,9
trogueroi,Troguéroi,9
uzelai,Uzelai,6
vildeen,Vildéen,7
yffiniacai,Yffiniacai,10
yviasai,Yviasai,7
yvignacai,Yvignacai,9
ahunoi,Ahunoi,6
ajainoi,Ajainoi,7
anzemoi,Anzêmoi,7
arrenien,Arrénien,8
arsoi,Arsoi,5
aubussonnai,Aubussonnai,11
augeoi,Augeoi,6
augeroi,Augeroi,7
aulonnai,Aulonnai,8
auriat,Auriat,6
auzancai,Auzançai,8
azarai,Azarai,6
drablezien,Drablézien,10
banizoi,Banizoi,7
bavilloi,Bavilloi,8
bazelatoi,Bazelatoi,9
beissatoi,Beissatoi,9
bellegardier,Bellegardier,12
beneventin,Bénéventin,10
betetoi,Bétêtoi,7
blaudeixoi,Blaudeixoi,10
blessacoi,Blessacoi,9
bonnachon,Bonnachon,9
bosmoroi,Bosmoroi,8
bourgouniaud,Bourgouniaud,12
boussacoi,Boussacoi,9
boussaquin,Boussaquin,10
budelieroi,Budeliéroi,10
bussieroi,Bussièroi,9
bussieroi,Bussiéroi,9
chambonnai,Chambonnai,10
chamboncheroi,Chambonchéroi,13
champagnatoi,Champagnatoi,12
charronnai,Charronnai,10
castelmarchoi,Castelmarchoi,13
castellucien,Castellucien,12
chavanatai,Chavanatai,10
cheneraillai,Chénéraillai,12
chenieroi,Chénieroi,9
clairavaloi,Clairavaloi,11
clugnatoi,Clugnatoi,9
colondannoi,Colondannoi,11
cressatoi,Cressatoi,9
croquants,Croquants,9
crozantai,Crozantai,9
crozoi,Crozoi,6
domeyratoi,Domeyratoi,10
dontreixien,Dontreixien,11
dunoi,Dunoi,5
evahonien,Evahonien,9
falloi,Falloi,6
felletinoi,Felletinoi,10
fenier,Fénier,6
flayatoi,Flayatoi,8
fleuratoi,Fleuratoi,9
fransechoi,Franséchoi,10
fresselinoi,Fresselinoi,11
gartempoi,Gartempoi,9
genouillacoi,Genouillacoi,12
glenicoi,Glénicoi,8
gouzonnai,Gouzonnai,9
gueretoi,Guérétoi,8
issoldunoi,Issoldunoi,10
jaleschoi,Jaleschoi,9
jarnageau,Jarnageau,9
jouillatoi,Jouillatoi,10
brionnai,Brionnai,8
celloi,Celloi,6
chapelloi,Chapelloi,9
chapelaud,Chapelaud,9
chaussadoi,Chaussadoi,10
courtinoi,Courtinoi,9
forestier,Forestier,9
nouaillaud,Nouaillaud,10
sauniereux,Saunièreux,10
sostranien,Sostranien,10
villeneuvoi,Villeneuvoi,11
villetelloi,Villetelloi,11
ladapeyroi,Ladapeyroi,10
lafatoi,Lafatoi,7
lavaufranchai,Lavaufranchai,13
chauchetoi,Chauchetoi,10
compassien,Compassien,10
donzeilloi,Donzeilloi,10
grand-bourgeoi,Grand-Bourgeoi,14
mas-d-artigeoi,Mas-d'Artigeoi,14
monteilloi,Monteilloi,10
espinassou,Espinassou,10
marsien,Marsien,7
leyratoi,Leyratoi,8
linardoi,Linardoi,8
lizieroi,Liziéroi,8
lourdoueisien,Lourdoueisien,13
lupersatoi,Lupersatoi,10
lussatoi,Lussatoi,8
magnatoi,Magnatoi,8
mainsatoi,Mainsatoi,9
maison-feynoi,Maison-Feynoi,13
maisonnissaux,Maisonnissaux,13
malleretoi,Malleretoi,10
