rewrite,gentile_h_ville
blanquefortais,Blanquefortais
blasimonais,Blasimonais
blayais,Blayais
blesignacais,Blésignacais
bommais,Bommais
bonnetanais,Bonnetanais
bonzacais,Bonzacais
bordelais,Bordelais
bossuganais,Bossuganais
bouliacais,Bouliacais
bourdellais,Bourdellais
bourquais,Bourquais
bourideysien,Bourideysien
brachois,Brachois
brannais,Brannais
braudiers,Braudiers
brouqueyraneen,Brouqueyranéen
brugeais,Brugeais
budossais,Budossais
cabanacais-villagrainois,Cabanacais-Villagrainois
cabas,Cabas
cadarsacais,Cadarsacais
cadaujacais,Cadaujacais
cadillacais,Cadillacais
cadillacais,Cadillacais
camarsacais,Camarsacais
cambais,Cambais
camblanais-et-meynacais,"Camblanais et Meynacais"
camiacais,Camiacais
camiranais,Camiranais
campugnanais,Campugnanais
canejanais,Canéjanais
cantenacais,Cantenacais
cantoisien,Cantoisien
capiannais,Capiannais
caplonnais,Caplonnais
capsylvain,Capsylvain
carbonblannais,Carbonblannais
carcanais,Carcanais
cardanais,Cardanais
carignanais,Carignanais
carsien,Carsien
carteleguais,Cartelèguais
casseuillais,Casseuillais
castelmoronais,Castelmoronais
castelnaudais,Castelnaudais
castelvieillois,Castelvieillois
casteriot,Casteriot
castillonnais,Castillonnais
castillonnais,Castillonnais
castrais,Castrais
caudrotais,Caudrotais
caumontois,Caumontois
cauvignacais,Cauvignacais
cavignacais,Cavignacais
cazalisien,Cazalisien
cazadais,Cazadais
cazaugitais,Cazaugitais
cenacais,Cénacais
cenonnais,Cenonnais
ceronnais,Céronnais
cessacais,Cessacais
cestadais,Cestadais
cezacais,Cézacais
chamadellois,Chamadellois
cissacais,Cissacais
civracais,Civracais
civracais,Civracais
civracais,Civracais
cleyracais,Cleyracais
coimmerien,Coimmérien
coiracais,Coiracais
compsicois,Compsicois
coubeyracais,Coubeyracais
couquequois,Couquéquois
courpiacais,Courpiacais
coursois,Coursois
bennicoursin,Bennicoursin
coutrasien,Coutrasien
creonnais,Créonnais
croignonnais,Croignonnais
cubnezais,Cubnezais
cubzaquais,Cubzaquais
cudossais,Cudossais
cursanais,Cursanais
cussacais,Cussacais
daignacais,Daignacais
dardenacais,Dardenacais
daubezien,Daubézien
dieulivolais,Dieulivolais
donnezacais,Donnezacais
donzacais,Donzacais
doulezonnais,Doulezonnais
escaudais,Escaudais
escoussanais,Escoussanais
espietais,Espiétais
etaulois,Etaulois
eynessois,Eynessois
eyranais,Eyranais
eysinais,Eysinais
faleyracais,Faleyracais
farguais,Farguais
farguais,Farguais
flaujaguais,Flaujaguais
floiracais,Floiracais
floudesien,Floudésien
fontesien,Fontésien
baleyssacois,Baleyssacois
foursien,Foursien
francs,Francs
fronsadais,Fronsadais
frontenacais,Frontenacais
gabarnacais,Gabarnacais
gaillanais,Gaillanais
gajacais,Gajacais
galgonnais,Galgonnais
gansois,Gansois
gardeganais,Gardeganais
gauriacais,Gauriacais
gauriaguetain,Gauriaguetain
generacais,Généracais
genissacais,Génissacais
gensacois,Gensacois
girondais,Girondais
giscossais,Giscossais
gornacais,Gornacais
goualadais,Goualadais
goursois,Goursois
gradignanais,Gradignanais
grayanais,Grayanais
grezillacais,Grézillacais
grignolais,Grignolais
guillacais,Guillacais
guillossais,Guillossais
guitraud,Guitraud
gujanais,Gujanais
hauxois,Hauxois
hostensois,Hostensois
hourtinais,Hourtinais
hurois,Hurois
illadais,Illadais
lilais,Lilais
izonnais,Izonnais
jovisien,Jovisien
jugazannais,Jugazannais
juillacais,Juillacais
bredois,Brédois
lalandais,Lalandais
reolais,Réolais
rivierois,Rivierois
roquillois,Roquillois
sauvois,Sauvois
testerin,Testerin
labardais,Labardais
labescalien,Labescalien
canaulais,Canaulais
ladaucien,Ladaucien
ladossais,Ladossais
lagorcais,Lagorçais
lalandais,Lalandais
lamarquais,Lamarquais
lamothais,Lamothais
landerrouatais,Landerrouatais
landerrouetien,Landerrouetien
landiranais,Landiranais
langoirannais,Langoirannais
langonnais,Langonnais
lansacais,Lansacais
lantonais,Lantonais
lapouyadais,Lapouyadais
laroquais,Laroquais
lartiguais,Lartiguais
ruscadien,Ruscadien
tresnais,Tresnais
lavazanais,Lavazanais
barpais,Barpais
bouscatais,Bouscatais
feodien,Féodien
haillanais,Haillanais
nizannais,Nizannais
pianais,Pianais
pianais,Pianais
porgeais,Porgeais
poutais,Poutais
podien,Podien
taillanais,Taillanais
teichois,Teichois
templais,Templais
tournais,Tournais
tuzannais,Tuzannais
verdonnais,Verdonnais
ferretcapien,Ferretcapien
leogeatais,Léogeatais
leognanais,Léognanais
lermois,Lermois
artiguais,Artiguais
billaudais,Billaudais
eglisotais,Eglisotais
esseintais,Esseintais
levois,Lévois
peinturaud,Peinturaud
salien,Salien
lesparrain,Lesparrain
lestiacais,Lestiacais
libournais,Libournais
lignanais,Lignanais
lignanais,Lignanais
liguois,Liguois
listracais,Listracais
listracais,Listracais
lormontais,Lormontais
loubaton,Loubaton
louchatais,Louchatais
loupesien,Loupesien
loupiacais,Loupiacais
loupiacais,Loupiacais
lucmalais,Lucmalais
ludonnais,Ludonnais
lugaignacais,Lugaignacais
lugassonnais,Lugassonnais
lugonais,Lugonais
lugosien,Lugosien
lussacais,Lussacais
macaudais,Macaudais
madiracais,Madiracais
maransinois,Maransinois
marcenaisien,Marcenaisien
marcheprimais,Marcheprimais
marcillacais,Marcillacais
margalais,Margalais
margueronnais,Margueronnais
marimbalais,Marimbalais
marionnais,Marionnais
marsacais,Marsacais
martignassais,Martignassais
martillacais,Martillacais
martrais,Martrais
massellais,Massellais
massugais,Massugais
mauriacais,Mauriacais
mazerien,Mazérien
mazionnais,Mazionnais
merignacais,Mérignacais
merignassais,Mérignassais
miossais,Miossais
mombriacais,Mombriacais
mongauzyns,Mongauzyns
monprimblannais,Monprimblannais
monsegurais,Monségurais
montagnais,Montagnais
montignacais,Montignacais
montussanais,Montussanais
morizeen,Morizéen
mouillacais,Mouillacais
moulietsois,Moulietsois
moulissois,Moulissois
moulonnais,Moulonnais
mourennais,Mourennais
naujacais,Naujacais
naujanais,Naujanais
neacais,Néacais
nerigeanais,Nérigeanais
neuffonais,Neuffonais
noaillacais,Noaillacais
noaillannais,Noaillannais
ometton,Ometton
ordonnacais,Ordonnacais
orignais,Orignais
pailleton,Pailleton
parempuyrien,Parempuyrien
pauillacais,Pauillacais
pellegruens,Pellegruens
perissacais,Périssacais
pessacais,Pessacais
pessacais,Pessacais
petit-palaisien,Petit-Palaisien
peujardais,Peujardais
pineuilhais,Pineuilhais
plassacais,Plassacais
selvois,Selvois
podensacais,Podensacais
pomerolais,Pomerolais
pompejacais,Pompéjacais
pompignacais,Pompignacais
dorepontais,Dorépontais
porcherois,Porcherois
portesien,Portésien
prechacais,Préchacais
preignacais,Preignacais
prignacais,Prignacais
prignacais,Prignacais
pugnacais,Pugnacais
puisseguinais,Puisseguinais
pujolais,Pujolais
pujolais,Pujolais
puybarbanais,Puybarbanais
puynormandais,Puynormandais
queyracais,Queyracais
quinsacais,Quinsacais
rauzannais,Rauzannais
reignacais,Reignacais
rimonais,Rimonais
riocaudais,Riocaudais
rionais,Rionais
roaillannais,Roaillannais
romagnais,Romagnais
roquebrunais,Roquebrunais
ruchelais,Ruchelais
sablonnais,Sablonnais
sadiracais,Sadiracais
saillanais,Saillanais
saint-aignanais,Saint-Aignanais
cubzaguais,Cubzaguais
andresien,Andrésien
andresien,Andrésien
andronycien,Andronycien
antonin,Antonin
saint-antoinais,Saint-Antoinais
saint-antoinais,Saint-Antoinais
saint-aubinois,Saint-Aubinois
saint-aubinois,Saint-Aubinois
saint-aubinois,Saint-Aubinois
soulegeois,Soulégeois
saint-avirois,Saint-Avirois
saint-brissois,Saint-Brissois
saint-capraisien,Saint-Capraisien
saint-capraisien,Saint-Capraisien
saint-christolyens,Saint-Christolyens
saint-christolyens,Saint-Christolyens
saint-cyrien,Saint-Cyrien
canessois,Canessois
saint-cyrien,Saint-Cyrien
saint-comais,Saint-Cômais
dionysien,Dionysien
saint-emilionnais,Saint-Emilionnais
stephanois,Stéphanois
stephanois,Stéphanois
exuperien,Exupérien
saint-fermois,Saint-Fermois
saint-genesois,Saint-Genésois
saint-genesien,Saint-Genésien
saint-gensien,Saint-Gensien
lombaussien,Lombaussien
saint-genissois,Saint-Génissois
saint-germinois,Saint-Germinois
saint-germanais,Saint-Germanais
saint-germanais,Saint-Germanais
gervaisien,Gervaisien
saint-gironnais,Saint-Gironnais
saint-hilairois,Saint-Hilairois
saint-hilairien,Saint-Hilairien
illacais,Illacais
beychevellois,Beychevellois
saint-laurentais,Saint-Laurentais
saint-laurentais,Saint-Laurentais
saint-laurentais,Saint-Laurentais
laurentais,Laurentais
saint-laurentais,Saint-Laurentais
leodegarien,Léodegarien
saint-leonnais,Saint-Léonnais
lupertien,Lupertien
loubesien,Loubésien
montferrandais,Montferrandais
macarien,Macarien
saint-magnais,Saint-Magnais
saint-magnais,Saint-Magnais
saint-maixantais,Saint-Maixantais
mariennais,Mariennais
saint-martialais,Saint-Martialais
hermois,Hermois
saint-martinaud,Saint-Martinaud
saint-martinois,Saint-Martinois
saint-martinois,Saint-Martinois
saint-medardais,Saint-Médardais
guizierois,Guiziérois
saint-medardais,Saint-Médardais
saint-michelois,Saint-Michelois
saint-michelais,Saint-Michelais
lapujadais,Lapujadais
saint-michelois,Saint-Michelois
saint-morillonais,Saint-Morillonais
saint-palaisien,Saint-Palaisien
perdonnais,Perdonnais
saint-paulais,Saint-Paulais
peyrelais,Peyrelais
saint-peyais,Saint-Peyais
saint-philippois,Saint-Philippois
saint-philippien,Saint-Philippien
petrusiens-aurillacois,Pétrusiens-Aurillacois
petrusquin,Pétrusquin
pierre-montois,Pierre-Montois
saint-quentinais,Saint-Quentinais
saint-quentinois,Saint-Quentinois
romanais,Romanais
salvadorien,Salvadorien
saint-savinien,Saint-Savinien
saint-selvais,Saint-Selvais
saint-seurinois,Saint-Seurinois
saint-seurinois,Saint-Seurinois
severinois,Severinois
saint-seurinois,Saint-Seurinois
saint-sevais,Saint-Sévais
saint-sulpicien,Saint-Sulpicien
saint-sulpicien,Saint-Sulpicien
saint-sulpicien,Saint-Sulpicien
saint-sulpicien,Saint-Sulpicien
paroupian,Paroupian
saint-trojanais,Saint-Trojanais
"vincentiens,vincentiennes","Vincentiens,Vincentiennes"
saint-vincennais,Saint-Vincennais
vivienais-de-blaye,Vivienais-de-Blaye
viviennais,Viviennais
saint-viviennais,Saint-Viviennais
soudiacais,Soudiacais
saint-yzannais,Saint-Yzannais
colombin,Colombin
montecruzien,Montécruzien
eulalien,Eulalien
"saint-florentins,saint-florentines","Saint-Florentins,Saint-Florentines"
foyens,Foyens
foyens,Foyens
saint-gemmois,Saint-Gemmois
sainte-helenois,Sainte-Hélénois
sainte-radegondais,Sainte-Radegondais
sainte-terrois,Sainte-Terrois
salaunais,Salaunais
salignacais,Salignacais
salleboeuvois,Salleboeuvois
sallois,Sallois
samonacais,Samonacais
saucatais,Saucatais
saugonnais,Saugonnais
saumossois,Saumossois
sauternais,Sauternais
sauveterrien,Sauveterrien
sauviacais,Sauviacais
savignacais,Savignacais
savignacais,Savignacais
semensois,Semensois
sendessois,Sendessois
sigalainois,Sigalainois
sillassais,Sillassais
soulacais,Soulacais
soulignacais,Soulignacais
soussacais,Soussacais
soussanais,Soussanais
tabanacais,Tabanacais
loubaton,Loubaton
talaisien,Talaisien
talencais,Talençais
targonnais,Targonnais
tarnesien,Tarnésien
tauriacais,Tauriacais
tayacais,Tayacais
teuillacais,Teuillacais
tizacais,Tizacais
tizacais,Tizacais
toulennais,Toulennais
tressois,Tressois
uzestois,Uzestois
valeyracais,Valeyracais
vayrais,Vayrais
vendaysin,Vendaysin
vensacais,Vensacais
veracais,Véracais
verdelaisien,Verdelaisien
vertheuillais,Vertheuillais
vinitais,Vinitais
villandrautais,Villandrautais
villegougeois,Villegougeois
villenavais,Villenavais
villenavais,Villenavais
villeneuvais,Villeneuvais
vireladais,Vireladais
virsacais,Virsacais
yvracais,Yvracais
abeilhanais,Abeilhanais
adissanais,Adissanais
agathois,Agathois
agelois,Agelois
agonesois,Agonésois
aignois,Aignois
aigues-vivois,Aigues-Vivois
alignanais,Alignanais
anianais,Anianais
arborassien,Arborassien
argellierain,Argelliérain
aspiranais,Aspiranais
assadin,Assadin
assignanais,Assignanais
aumelais,Aumelais
aumois,Aumois
autignacois,Autignacois
avenois,Avénois
azillanetais,Azillanetais
badoussien,Badoussien
baillarguois,Baillarguois
balarucois,Balarucois
balarucois,Balarucois
bassanais,Bassanais
beaufortais,Beaufortais
beaulieurois,Beaulieurois
bedaricien,Bédaricien
belarganais,Bélarganais
berlounais,Berlounais
bessannais,Bessannais
biterrois,Biterrois
boisseronnais,Boisseronnais
bouissetols,Bouissetols
boujanais,Boujanais
bouzigaud,Bouzigaud
brenais,Brenais
brignacois,Brignacois
brissagols,Brissagols
buzignarguais,Buzignarguais
cabrerollois,Cabrerollois
cabrierois,Cabriérois
cambonais,Cambonais
campagnanais,Campagnanais
campagnencs,Campagnencs
camplonnais,Camplonnais
candillarguois,Candillarguois
canetois,Canétois
capestanais,Capestanais
carlencassols,Carlencassols
cassagnolais,Cassagnolais
castanetais,Castanetais
castelnaulais,Castelnaulais
castelnauvien,Castelnauvien
castriote,Castriote
caussenard,Caussenard
causseranais,Causseranais
caussiniojoulais,Caussiniojoulais
caussinard,Caussinard
cazedarnais,Cazedarnais
cazevieillain,Cazevieillain
cazilhacois,Cazilhacois
cazoulin,Cazoulin
cazoulin,Cazoulin
cebazanais,Cébazanais
ceizelois,Ceizelois
cellois,Cellois
cersois,Cersois
cessenonais,Cessenonais
cesserais,Cesserais
ceyradais,Ceyradais
clapierois,Clapiérois
claretain,Claretain
clermontais,Clermontais
colombierais,Colombiérais
colombierain,Colombiérain
combaillaulencs,Combaillaulencs
combois,Combois
corneilhanais,Corneilhanais
coulobrais,Coulobrais
courniounais,Courniounais
cournonsecois,Cournonsécois
cournonterralais,Cournonterralais
creissanois,Creissanois
cruzyat,Cruzyat
dioquierois,Dioquiérois
espondeilhanais,Espondeilhanais
fabreguois,Fabréguois
faugerois,Faugérois
felinois,Félinois
ferralais,Ferralais
ferrierain,Ferriérain
ferrierois,Ferriérois
florensacois,Florensacois
fontanais,Fontanais
fontesols,Fontésols
fouzilhonois,Fouzilhonois
fozierais,Foziérais
fraissignols,Fraïssignols
frontignanais,Frontignanais
gabianois,Gabianois
galarguain,Galarguain
gangeois,Gangeois
garriguois,Garriguois
gigeannais,Gigeannais
gignacois,Gignacois
gorniessois,Gorniessois
grabelois,Grabélois
graissessacois,Graissessacois
guzarguois,Guzarguois
herepiannais,Hérépiannais
jacoumard,Jacoumard
joncelois,Joncelois
jonquierois,Jonquiérois
juvignacois,Juvignacois
boissierois,Boissiérois
caunettois,Caunettois
grands-mottois,"Grands Mottois"
livinierois,Livinièrois
salvetois,Salvetois
tourorbois,Tourorbois
vacquerois,Vacquerois
lacostais,Lacostais
lagamasois,Lagamasois
lamalousien,Lamalousien
lansarguois,Lansarguois
laroquain,Laroquain
lattois,Lattois
laurentien,Laurentien
lauroussien,Lauroussien
lavalettois,Lavalettois
laverunois,Lavérunois
boscois,Boscois
bousquetain,Bousquetain
caylares,Caylarés
cressois,Cressois
croisais,Croisais
pougetois,Pougétois
poujolais,Poujolais
pradalois,Pradalois
puechois,Puechois
solarien,Solarien
triadounain,Triadounain
airois,Airois
matellois,Matellois
planois,Planois
rivois,Rivois
lespignanais,Lespignanais
lezignanais,Lézignanais
liaussonais,Liaussonais
lieuranais,Lieuranais
lignanais,Lignanais
lodevois,Lodévois
loupianais,Loupianais
lunassien,Lunassien
lunellois,Lunellois
lunelviellois,Lunelviellois
magalassien,Magalassien
maraussanais,Maraussanais
margonnais,Margonnais
marseillanais,Marseillanais
marsillarguois,Marsillarguois
maslondrais,Maslondrais
melgorien,Melgorien
maureilhanais,Maureilhanais
merifonois,Mérifonois
mezois,Mézois
minervois,Minervois
mirevalais,Mirevalais
monstrivalois,Monstrivalois
montadynois,Montadynois
montagnacois,Montagnacois
montarneen,Montarnéen
montaudois,Montaudois
montbazinois,Montbazinois
montblanais,Montblanais
montelois,Montélois
montesquivain,Montesquivain
montferrierain,Montferrierain
montoulierain,Montouliérain
montouliais,Montouliais
montpellierain,Montpelliérain
montpeyrousien,Montpeyrousien
moucelois,Moucelois
mourezois,Mourèzois
mudaisonnais,Mudaisonnais
murlois,Murlois
murviellois,Murviellois
murvielois,Murvielois
nebianais,Nébianais
neffiessois,Neffiessois
nezignanais,Nézignanais
nissanais,Nissanais
nizacois,Nizaçois
londrin,Londrin
octonnais,Octonnais
olarguais,Olarguais
olmetois-villecunois,Olmetois-Villecunois
olonzagais,Olonzagais
oupianais,Oupianais
pailhesois,Pailhésois
palavasien,Palavasien
pardailhanais,Pardailhanais
paulhanais,Paulhanais
pegairollais,Pégairollais
peretois,Péretois
perolien,Pérolien
piscenois,Piscénois
pezenois,Pézénois
pignanais,Pignanais
pinetois,Pinetois
plaissanais,Plaissanais
poilhais,Poilhais
pomerolais,Pomérolais
popianais,Popianais
portiragnais,Portiragnais
poussannais,Poussannais
pouzollais,Pouzollais
pradeen,Pradéen
pradeen,Pradéen
puimissonnais,Puimissonnais
puissaliconnais,Puissaliconnais
puisserguierain,Puisserguierain
quarantais,Quarantais
restinclierois,Restincliérois
riolais,Riolais
roquebrunais,Roquebrunais
roquessellois,Roquessellois
roujanais,Roujanais
saint-andreen,Saint-Andréen
saint-aunesois,Saint-Aunésois
saint-bauzillois,Saint-Bauzillois
saint-bauzillois,Saint-Bauzillois
saint-bauzillois,Saint-Bauzillois
saint-bresois,Saint-Brésois
saint-chinianais,Saint-Chinianais
saint-christolais,Saint-Christolais
saint-clementois,Saint-Clémentois
saint-drezerien,Saint-Drézérien
lodezien,Lodézien
saint-gilois,Saint-Gilois
saint-geniessois,Saint-Geniessois
saint-genierois,Saint-Geniérois
saint-georgien,Saint-Georgien
saute-rocs,Saute-Rocs
cucullois,Cucullois
jeannifossien,Jeannifossien
blaquierois,Blaquièrois
vedasien,Védasien
saint-justois,Saint-Justois
saint-martinois,Saint-Martinois
treviesois,Tréviésois
saint-nazairois,Saint-Nazairois
saint-pargorien,Saint-Pargorien
saint-ponais,Saint-Ponais
privatois,Privatois
saint-seriessois,Saint-Sériessois
saint-thiberien,Saint-Thibérien
vincenot,Vincenot
quintillarguois,Quintillarguois
saturarguois,Saturarguois
saussanais,Saussanais
saussinois,Saussinois
sauviannais,Sauviannais
serignanais,Sérignanais
serviannais,Serviannais
setois,Sétois
siranais,Siranais
sorbois,Sorbois
soubesien,Soubésien
soumontais,Soumontais
sussarguois,Sussarguois
taussacois,Taussacois
teyrannais,Teyrannais
thezanais,Thézanais
tourbain,Tourbain
tressanais,Tressanais
usclasais,Usclasais
vacquierois,Vacquiérois
vailhanois,Vailhanois
vailhauquois,Vailhauquois
valerguois,Valerguois
valrassien,Valrassien
valrossien,Valrossien
velois,Vélois
vendarguois,Vendarguois
vendemianais,Vendémianais
vendrois,Vendrois
verarguois,Vérarguois
verrerian,Verrerian
viassois,Viassois
vicois,Vicois
vieussanois,Vieussanois
villemagnois,Villemagnois
villeneuvois,Villeneuvois
villeneuvois,Villeneuvois
villeneuvettois,Villeneuvettois
villespassanois,Villespassanois
villetellois,Villetellois
villeveyracois,Villeveyracois
violois,Violois
violain,Violain
acignolais,Acignolais
amanlisien,Amanlisien
andoleen,Andoléen
antrainais,Antrainais
arbrisselois,Arbrisselois
argentreen,Argentréen
aubinois,Aubinois
availlais,Availlais
baguerrois,Baguerrois
picanais,Picanais
baillochin,Baillochin
bainais,Bainais
bainsois,Bainsois
baiseen,Baiséen
balazeen,Balazéen
baulonnais,Baulonnais
bazougeais,Bazougeais
beauceen,Beaucéen
becherellais,Bécherellais
bedeen,Bédéen
bettonnais,Bettonnais
billeen,Billéen
bleruaisien,Bléruaisien
boisgervillien,Boisgervillien
boistrudanais,Boistrudanais
bonnemainesien,Bonnemainésien
bourgcomptois,Bourgcomptois
bourgbarreen,Bourgbarréen
bovellois,Bovellois
brealais,Bréalais
brealais,Bréalais
breceen,Brécéen
