rewrite,gentile_h_ville_impr1,gentile_h_ville_impr2,nomcaractère
alnelois,Alnélois,,8
autheuillois,Autheuillois,,12
authonnier,Authonniers,,10
baignolais,Baignolais,,10
baillarmois,Baillarmois,,11
baillotais,Baillotais,,10
baillolais,Baillolais,,10
barjouvillois,Barjouvillois,,13
barmainvillois,Barmainvillois,,14
baudrevillois,Baudrevillois,,13
bazoleen,Bazoléen,,8
beauchois,Beauchois,,9
beaumontais,Beaumontais,,11
beauvillois,Beauvillois,,11
belhomertois,Belhomertois,,12
bercherois,Bercherois,,10
bercherois,Bercherois,,10
bercherien,Berchérien,,10
beroutin,Béroutin,,8
bethonvillois,Béthonvillois,,13
bevillois,Bévillois,,9
billancellois,Billancellois,,13
blandainvillain,Blandainvillain,,15
boisgassonnais,Boisgassonnais,,14
buxeen,Buxéen,,6
buisseen,Buisséen,,8
boisvillois,Boisvillois,,11
bonceen,Boncéen,,7
boncourtois,Boncourtois,,11
bonnevalais,Bonnevalais,,11
valbourgeois,Valbourgeois,,12
boutipracien,Boutipracien,,12
bouvillois,Bouvillois,,10
brechampais,Bréchampais,,11
brezollien,Brézollien,,10
briconvillois,Briconvillois,,13
broutain,Broutain,,8
brunellois,Brunellois,,10
buxois,Buxois,,6
bullainvillois,Bullainvillois,,14
bulleen,Bulléen,,7
cerneen,Cernéen,,7
caletusien,Calétusien,,10
campholois,Campholois,,10
champronnais,Champronnais,,12
champronnais,Champronnais,,12
camposerusien,Camposérusien,,13
castelguillaumois,Castelguillaumois,,17
capellarien,Capellarien,,11
charbonnier,Charbonniers,,11
charonvillois,Charonvillois,,13
charpontais,Charpontais,,11
charreen,Charréen,,8
carnute,Carnute,,7
chartrain,Chartrain,,9
chassantais,Chassantais,,11
chataincourtois,Châtaincourtois,,15
dunois,Dunois,,6
castelneuvien,Castelneuvien,,13
chatillonnais,Châtillonnais,,13
chaudonnais,Chaudonnais,,11
cherisien,Cherisien,,9
chuisnois,Chuisnois,,9
cintrien,Cintrien,,8
clevillois,Clévillois,,10
cloysien,Cloysien,,8
coltainvillois,Coltainvillois,,14
combresien,Combrésien,,10
moliconay,Moliconays,,9
coranceen,Corancéen,,9
cormainvillois,Cormainvillois,,14
coudreen,Coudréen,,8
coudrecellien,Coudrecellien,,13
courtalinois,Courtalinois,,12
courvillois,Courvillois,,11
cressois,Cressois,,8
crusillois,Crusillois,,10
cruceen,Crucéen,,7
dambronais,Dambronais,,10
dammarois,Dammarois,,9
dampierrois,Dampierrois,,11
dampierrois,Dampierrois,,11
dangeotin,Dangéotin,,9
dangeois,Dangeois,,8
denonvillois,Denonvillois,,12
dignycois,Dignyçois,,9
mamesien,Mamésien,,8
douysien,Douysien,,8
drouais,Drouais,,7
dorasien,Dorasien,,8
ecluzellois,Ecluzellois,,11
ecrosnien,Ecrosnien,,9
spelterollitain,Speltérollitain,,15
sparnonien,Sparnonien,,10
ermenonvillois,Ermenonvillois,,14
ermenonvillois,Ermenonvillois,,14
escorpinois,Escorpinois,,11
finois,Finois,,6
faverollais,Faverollais,,11
favierois,Faviérois,,9
fessanvillierois,Fessanvillierois,,16
flaceen,Flacéen,,7
guidofontanais,Guidofontanais,,14
fontenois,Fontenois,,9
fontenaisien,Fontenaisien,,12
francourvillois,Francourvillois,,15
frazeen,Frazéen,,7
fraxinetain,Fraxinétain,,11
fractinetaire,Fractinétaires,,13
fretignois,Frétignois,,10
friaizois,Friaizois,,9
frunceen,Fruncéen,,8
gallardonnais,Gallardonnais,,13
garancierois,Garancièrois,,12
garancierois,Garancièrois,,12
garnetais,Garnetais,,9
gassien,Gassien,,7
gasvillois,Gasvillois,,10
gellainvillois,Gellainvillois,,14
germainvillois,Germainvillois,,14
germignonvillois,Germignonvillois,,16
gillois,Gillois,,7
gommervillois,Gommervillois,,13
gouillonnais,Gouillonnais,,12
goussainvillois,Goussainvillois,,15
guainvillois,Guainvillois,,12
guillevillois,Guillevillois,,13
guillonvillois,Guillonvillois,,14
hanchois,Hanchois,,8
happonvillerien,Happonvillérien,,15
houvillois,Houvillois,,10
houssois,Houssois,,8
islerien,Islérien,,8
intrevillois,Intrévillois,,12
jallanais,Jallanais,,9
janvillois,Janvillois,,10
jaudraisien,Jaudraisien,,11
jovien,Jovien,,6
bazochien,Bazochien,,9
noyocapellois,Noyocapellois,,13
foraines-capellois,Forains-Capellois,
chapelloises-fortini,"Chapelloises Fortini",
croisien,Croisien,,8
fertois,Fertois,,7
fertois,Fertois,,7
framboisierien,Framboisièrien,,14
gaudainais,Gaudainais,,10
loupiot,Loupiot,,7
mancelierien,Mancelièrien,,12
puiteosain,Puitéosain,,10
saucellois,Saucellois,,10
lamblorien,Lamblorien,,10
landellois,Landellois,,10
langeen,Langéen,,7
laonnais,Laonnais,,8
coudrion,Coudrion,,8
favrilois,Favrilois,,9
gaulois,Gaulois,,7
longroisien,Longroisien,,11
mesien,Mésien,,6
thieulinois,Thieulinois,,11
autelois,Autelois,,8
chatelien,Châtelien,,9
castellarien,Castellarien,,12
corvesien,Corvésien,,9
estillien,Estillien,,9
ressuintois,Ressuintois,,11
lesthunien,Lesthunien,,10
levois,Lévois,,6
levesvillois,Levesvillois,,12
logronais,Logronais,,9
lucanien,Lucanien,,8
lormaisien,Lormaisien,,10
louvillois,Louvillois,,10
luceen,Lucéen,,6
luisantais,Luisantais,,10
luplanteen,Luplantéen,,10
luraysien,Luraysien,,9
magnusien,Magnusien,,9
mailleboisien,Mailleboisien,,13
maintenonnais,Maintenonnais,,13
mainvillois,Mainvillois,,11
maisonnais,Maisonnais,,10
manouitos,Manouitos,,9
marbouesien,Marbouésien,,11
marchevillois,Marchévillois,,13
marcherois,Marcherois,,10
margonnais,Margonnais,,10
marollais,Marollais,,9
marvillois,Marvillois,,10
meauceen,Meaucéen,,8
mereglisien,Méréglisien,,11
merouvillois,Mérouvillois,,12
meslien,Meslien,,7
meslaysien,Meslaysien,,10
mevoisinois,Mévoisinois,,11
macerien,Macérien,,8
miermaignais,Miermaignais,,12
mignierois,Migniérois,,10
mittainvillois,Mittainvillois,,14
moinvilliens-jeuliniste,Moinvilliens-Jeuliniste,
moleanais,Moléanais,,9
mondonvillois,Mondonvillois,,13
montainvillois,Montainvillois,,14
montharvillois,Montharvillois,,14
montignois,Montignois,,10
montrongnon,Montrongnon,,11
montignois,Montignois,,10
montirelien,Montirelien,,11
montlandonnais,Montlandonnais,,14
montreuillois,Montreuillois,,13
morainvillois,Morainvillois,,13
moranceen,Morancéen,,9
morvilliersien,Morvilliersien,,14
motterois,Mottérois,,9
moulhardais,Moulhardais,,11
mousterien,Moustérien,,10
neronnais,Néronnais,,9
neuvicois,Neuvicois,,9
nogentais,Nogentais,,9
nogentais,Nogentais,,9
nogentais,Nogentais,,9
nogentais,Nogentais,,9
nonvillois,Nonvillois,,10
nottonvillois,Nottonvillois,,13
oinvillois,Oinvillois,,10
ollesien,Ollésien,,8
orgerois,Orgerois,,8
ulmeen,Ulméen,,6
oreen,Oréen,,5
oulinois,Oulinois,,8
oysonvillois,Oysonvillois,,12
oratorien,Oratorien,,9
peronvillois,Péronvillois,,12
pezilien,Pézilien,,8
pierrotin,Pierrotin,,9
poinvillois,Poinvillois,,11
poisvillois,Poisvillois,,11
gonipontin,Gonipontin,,10
prasvillois,Prasvillois,,11
evroultien,Evroultien,,10
presien,Présien,,7
prudemanchois,Prudemanchois,,13
prunay-gillonien,Prunay-Gillonien,
reclainvillois,Réclainvillois,,14
rohairois,Rohairois,,9
roinvillois,Roinvillois,,11
romillon,Romillon,,8
rouvraysien,Rouvraysien,,11
roburentin,Roburentin,,10
roburien,Roburien,,8
rueillois,Rueillois,,9
saint-arnolphien,Saint-Arnolphien,
saint-aubinois,Saint-Aubinois,
saint-bomerois,Saint-Bomerois,
clodoaldien,Clodoaldien,,11
dionysien,Dionysien,,9
dionysien,Dionysien,,9
pontois,Pontois,,7
emanois,Emanois,,7
saint-georgeois,Saint-Georgeois,
saint-germinois,Saint-Germinois,
rebervillain,Rebervillain,,12
saint-laurentain,Saint-Laurentain,
alberien,Albérien,,8
saint-lubinois,Saint-Lubinois,
leobinien,Léobinien,,9
lubinois,Lubinois,,8
lucanois,Lucanois,,8
nigellois,Nigellois,,9
saint-maurien,Saint-Maurien,
saint-mauricien,Saint-Mauricien,
pellerinois,Pellerinois,,11
saint-piatais,Saint-Piatais,
saint-prestois,Saint-Prestois,
remois,Rémois,,6
castel-symphorinois,Castel-Symphorinois,
sainte-gemmoises-moronvali,Sainte-Gemmoises-Moronvali,
sainvillais,Sainvillais,,11
sanchevillois,Sanchevillois,,13
sandarvillois,Sandarvillois,,13
santillois,Santillois,,10
saulnierois,Saulnièrois,,11
salmeridien,Salméridien,,11
saussayen,Saussayens,,9
senantais,Senantais,,9
senonchois,Senonchois,,10
servillois,Servillois,,10
soizeen,Soizéen,,7
sorelien,Sorelien,,8
souanceen,Souancéen,,9
soulairien,Soulairien,,10
sourseen,Sourséen,,8
termineen,Terminéen,,9
theuvillois,Theuvillois,,11
thimerois,Thimerois,,9
thironnais,Thironnais,,10
thivarien,Thivarien,,9
thivillois,Thivillois,,10
tigletin,Tiglétin,,8
tourysien,Tourysien,,9
trancrainvillois,Trancrainvillois,,16
tremblaisien,Tremblaisien,,12
treonnais,Tréonnais,,9
trizeen,Trizéen,,7
trizeen,Trizéen,,7
unipelien,Unipélien,,9
unverrois,Unverrois,,9
varizois,Varizois,,8
vaupillonnais,Vaupillonnais,,13
vernolitain,Vernolitain,,11
verdurocasse,Verdurocasses,,12
viabonnais,Viabonnais,,10
vicherois,Vichèrois,,9
viervillois,Viervillois,,11
vieuvicquois,Vieuvicquois,,12
villebonnais,Villebonnais,,12
villemeusien,Villemeusien,,12
villanovois,Villanovois,,11
villemoritin,Villemoritin,,12
vitrayen,Vitrayens,,8
voisien,Voisien,,7
voveen,Vovéen,,6
yermenonvillais,Yermenonvillais,,15
yevrois,Yèvrois,,7
ismerien,Ismérien,,8
ymonvillois,Ymonvillois,,11
argolien,Argolien,,8
arzanois,Arzanois,,8
audiernais,Audiernais,,10
bannalecois,Bannalécois,,11
bayois,Bayois,,6
benodetois,Bénodetois,,10
berriennois,Berriennois,,11
beuzecois,Beuzécois,,9
bodilisien,Bodilisien,,10
boharsien,Boharsien,,9
bolazecois,Bolazécois,,10
botmeurien,Botmeurien,,10
botsorhelois,Botsorhélois,,12
blanc-bourgeois,Blanc-Bourgeois,
braspartiate,Braspartiate,,12
brelesien,Brélèsien,,9
brennilisien,Brennilisien,,12
brestois,Brestois,,8
briecois,Briecois,,8
brignoganais,Brignoganais,,12
camaretois,Camarétois,,10
carantecois,Carantécois,,11
carhaisien,Carhaisien,,10
castois,Castois,,7
chateaulinois,Châteaulinois,,13
chateauneuvien,Châteauneuvien,,14
cledinois,Clédinois,,9
cledinois,Clédinois,,9
clederois,Cléderois,,9
cloharsien,Cloharsien,,10
cloharsien,Cloharsien,,10
coat-mealien,Coat-Méalien,
collorecois,Collorecois,,11
combritois,Combritois,,10
commaneen,Commanéen,,9
concarnois,Concarnois,,10
meilariste,Meilariste,,10
coraien,Coraien,,7
crozonnais,Crozonnais,,10
daoulasien,Daoulasien,,10
dineaultais,Dinéaultais,,11
dirinonais,Dirinonais,,10
douarnesienne,Douarnesienne,,13
edernois,Edernois,,8
elliantais,Elliantais,,10
gabericois,Gabéricois,,10
esquibiennois,Esquibiennois,,13
fouesnantais,Fouesnantais,,12
garlannais,Garlannais,,10
gouesnachais,Gouesnachais,,12
gouesnousien,Gouesnousien,,12
gouezecois,Gouezecois,,10
gouliennois,Gouliennois,,11
goulvinois,Goulvinois,,10
gourlizonais,Gourlizonais,,12
guengatais,Guengatais,,10
guerlesquinais,Guerlesquinais,,14
guiclanais,Guiclanais,,10
guilerien,Guilérien,,9
guilerien,Guilerien,,9
guilligomarchois,Guilligomarchois,,16
guimaecois,Guimaëcois,,10
guimilien,Guimilien,,9
guipavasien,Guipavasien,,11
guipronvelois,Guipronvélois,,13
guissenien,Guissénien,,10
hanvecois,Hanvecois,,9
henvicois,Henvicois,,9
hospitalier,Hospitaliers,,11
huelgoatain,Huelgoatain,,11
batziennes-ili,Batziennes-Ili,
senan,Sénan,,5
molenais,Molénais,,8
ile-tudiste,Ile-Tudiste,
irvillacois,Irvillacois,,11
kergloffiste,Kergloffiste,,12
kerlazien,Kerlazien,,9
kerlouanais,Kerlouanais,,11
kernilisien,Kernilisien,,11
kernouesien,Kernouésien,,11
kersaintais,Kersaintais,,11
feuillantin,Feuillantin,,11
forestois,Forestois,,9
forestois,Forestois,,9
martyrien,Martyrien,,9
rochois,Rochois,,7
lampaulais,Lampaulais,,10
lampaulais,Lampaulais,,10
lampaulais,Lampaulais,,10
lanarvilisien,Lanarvilisien,,13
landedaen,Landédaens,,9
landeleausien,Landeleausien,,13
landerneen,Landernéen,,10
landevennecien,Landévennecien,,14
landivisien,Landivisien,,11
landrevarzecois,Landrévarzécois,,15
landudalais,Landudalais,,11
landudecois,Landudecois,,11
landunvezien,Landunvezien,,12
langolinois,Langolinois,,11
lanhouarneen,Lanhouarnéen,,12
lanildutien,Lanildutien,,11
lanmeurien,Lanmeurien,,10
lannecois,Lannécois,,9
lanneuffretais,Lanneuffretais,,14
lannilisien,Lannilisien,,11
lanrivoareen,Lanrivoaréen,,12
lanveocien,Lanvéocien,,10
lazien,Lazien,,6
cloitrien,Cloîtrien,,9
cloitrien,Cloîtrien,,9
conquetois,Conquetois,,10
drennecois,Drennecois,,10
faouiste,Faouiste,,8
folgoetien,Folgoetien,,10
guilviniste,Guilviniste,,11
juchois,Juchois,,7
ponthousien,Ponthousien,,11
relecquois,Relecquois,,10
trehousien,Tréhousien,,10
trevoltois,Trévoltois,,10
lennonais,Lennonais,,9
lesnevien,Lesnevien,,9
leuhannais,Leuhannais,,10
brevalairien,Brévalairien,,12
loguisien,Loguisien,,9
eguinerien,Eguinérien,,10
locmarien,Locmarien,,9
lanvevenecois,Lanvevenecois,,13
locmelarien,Locmélarien,,11
locquenolesien,Locquénolésien,,14
locquirecois,Locquirécois,,12
locronanais,Locronanais,,11
loctudiste,Loctudiste,,10
locunolois,Locunolois,,10
logonnais,Logonnais,,9
loperecois,Lopérecois,,10
loperhetois,Loperhetois,,11
loqueffretois,Loqueffretois,,13
lotheyen,Lotheyens,,8
mahalonais,Mahalonais,,10
melgvinois,Melgvinois,,10
mellacois,Mellacois,,9
mespaulitain,Mespaulitain,,12
milizacois,Milizacois,,10
moelanais,Moëlanais,,9
morlaisien,Morlaisien,,10
motreffois,Motreffois,,10
nevezien,Névezien,,8
ouessantin,Ouessantin,,10
pencranais,Pencranais,,10
penmarchais,Penmarchais,,11
peumeritois,Peumeritois,,11
plabennecois,Plabennecois,,12
pleuvennois,Pleuvennois,,11
pleybennois,Pleybennois,,11
pleyberien,Pleyberien,,10
plobannalecois,Plobannalecois,,14
ploevenois,Ploévenois,,10
plogastellois,Plogastellois,,13
plogoffiste,Plogoffiste,,11
plogonnecois,Plogonnecois,,12
plomelinois,Plomelinois,,11
plomeurois,Plomeurois,,10
plomodiernais,Plomodiernais,,13
ploneisien,Plonéisien,,10
ploneouriste,Plonéouriste,,12
plonevezien,Plonévezien,,11
plonevezien,Plonévézien,,11
plouarzeliste,Plouarzéliste,,13
ploudalmezien,Ploudalmézien,,13
ploudanielois,Ploudanielois,,13
ploudiryen,Ploudiryens,,10
plouederneen,Plouédernéen,,12
plouegatais,Plouégatais,,11
plouegatais,Plouégatais,,11
plouenanais,Plouénanais,,11
plouescatais,Plouescatais,,12
plouezoc-hois,Plouezoc'hois,,13
plougarois,Plougarois,,10
plougasniste,Plougasniste,,12
plougastel,Plougastels,,10
plougonvelinois,Plougonvelinois,,15
plougonvenois,Plougonvenois,,13
plougoulmois,Plougoulmois,,12
plougourvestois,Plougourvestois,,15
plouguerneen,Plouguernéen,,12
plouguinois,Plouguinois,,11
plouhinecois,Plouhinecois,,12
plouiderois,Plouidérois,,11
ignacien,Ignacien,,8
ploumoguerois,Ploumoguerois,,13
eneourien,Enéourien,,9
plouneour-trezien,Plounéour-Trezien,
plouneventerien,Plounéventerien,,15
plounevezien,Plounévézien,,12
plounevezelien,Plounévézelien,,14
plourinois,Plourinois,,10
plourinois,Plourinois,,10
plouviennois,Plouviennois,,12
plouvorneen,Plouvornéen,,11
plouyezien,Plouyézien,,10
plouzaneen,Plouzanéen,,10
plouzevedeen,Plouzévédéen,,12
plovanais,Plovanais,,9
plozevetien,Plozévetien,,11
pluguffanais,Pluguffanais,,12
pontaveniste,Pontaveniste,,12
pontecruxien,Pontécruxien,,12
pontdebuisien,Pontdebuisien,,13
pont-l-abbiste,Pont-l'Abbiste,
porspoderien,Porspoderien,,12
port-launiste,Port-Launiste,
pouldergatois,Pouldergatois,,13
pouldreuzicois,Pouldreuzicois,,14
poullanais,Poullanais,,10
poullaouenais,Poullaouenais,,13
primelinois,Primelinois,,11
quemenevenois,Quéménévenois,,13
querriennois,Querriennois,,12
quimperois,Quimpérois,,10
quimperlois,Quimperlois,,11
redenois,Rédenois,,8
riecois,Riecois,,7
roscanveliste,Roscanveliste,,13
roscovite,Roscovite,,9
rosnoenais,Rosnoënais,,10
rospordinois,Rospordinois,,12
saincoulizien,Saincoulizien,,13
saint-derrienois,Saint-Derrienois,
saint-divyen,Saint-Divyens,
eloycien,Eloycien,,8
varzecois,Varzécois,,9
saint-freganais,Saint-Fréganais,
saint-goazien,Saint-Goazien,
saint-herninois,Saint-Herninois,
saint-jeannais,Saint-Jeannais,
trolimonais,Trolimonais,,11
saint-martinois,Saint-Martinois,
meennais,Méennais,,8
saint-nicais,Saint-Nicais,
saint-pabusien,Saint-Pabusien,
saint-politain,Saint-Politain,
renanais,Renanais,,8
saint-rivoalien,Saint-Rivoalien,
salvatorien,Salvatorien,,11
saint-segalais,Saint-Ségalais,
saint-servaisien,Saint-Servaisien,
saint-thegonnecois,Saint-Thégonnecois,
saint-thoisien,Saint-Thoisien,
saint-thonanais,Saint-Thonanais,
thuriennois,Thuriennois,,11
saint-urbannais,Saint-Urbannais,
saint-vougaisien,Saint-Vougaisien,
saint-yvien,Saint-Yvien,
saint-seviste,Saint-Séviste,
santecois,Santecois,,9
scaerois,Scaërois,,8
scrignacois,Scrignacois,,11
sibirilois,Sibirilois,,10
sizunien,Sizunien,,8
spezetois,Spézetois,,9
taulesien,Taulésien,,9
telgrucien,Telgrucien,,10
tourchois,Tourchois,,9
trebabusien,Trébabusien,,11
treffiagatois,Treffiagatois,,13
treflaouenanais,Tréflaouénanais,,15
treflevenezien,Tréflévénézien,,14
treflezien,Tréflézien,,10
tregarantecois,Trégarantécois,,14
tregarvanais,Trégarvanais,,12
treglonousien,Tréglonousien,,13
tregourezois,Trégourézois,,12
treguennecois,Tréguennecois,,13
tregunois,Trégunois,,9
trevien,Trévien,,7
tremeocois,Tréméocois,,10
tremevenois,Trémévenois,,11
treogatais,Tréogatais,,10
trezilideen,Trézilidéen,,11
aigalierois,Aigaliérois,,11
aigremontois,Aigremontois,,12
aigues-mortais,Aigues-Mortais,
aigues-vivois,Aigues-Vivois,
aiguezois,Aiguezois,,9
aimarguois,Aimarguois,,10
alesien,Alésien,,7
allegrais,Allégrais,,9
alzonais,Alzonais,,8
anduzien,Anduzien,,8
aramonais,Aramonais,,9
argillierois,Argilliérois,,12
arpaillargois,Arpaillargois,,13
arphyen,Arphyens,,7
arrois,Arrois,,6
arrigasien,Arrigasien,,10
asperois,Aspèrois,,8
aubaisien,Aubaisien,,9
aubordois,Aubordois,,9
aubussargois,Aubussargois,,12
aujaquois,Aujaquois,,9
aujarguois,Aujarguois,,10
aulasien,Aulasien,,8
aumessois,Aumessois,,9
avezol,Avezols,,6
bargardois,Bagardois,,10
bagnolais,Bagnolais,,9
barjacois,Barjacois,,9
baronois,Baronois,,8
beaucairois,Beaucairois,,11
beauvoisinois,Beauvoisinois,,13
bellegardais,Bellegardais,,12
belvezetien,Belvézetien,,11
bernissois,Bernissois,,10
bessegeois,Bességeois,,10
bezronais,Bezronais,,9
bezoucois,Bezouçois,,9
blandassien,Blandassien,,11
blauzacois,Blauzacois,,10
boissetain,Boissetain,,10
boissierois,Boissierois,,11
bonnevalien,Bonnevalien,,11
bordezacois,Bordezacois,,11
boucoirannais,Boucoirannais,,13
bouillarguais,Bouillarguais,,13
bouquetin,Bouquetin,,9
bourdicois,Bourdicois,,10
bragassarguois,Bragassarguois,,14
branoussien,Branoussien,,11
breugossois,Breugossois,,11
brignonais,Brignonais,,10
brouzetain,Brouzetain,,10
brouzetais,Brouzetais,,10
cabrierois,Cabriérois,,10
caissarguais,Caissarguais,,12
calvissonnais,Calvissonnais,,13
camlucois,Camluçois,,9
canautierois,Canautiérois,,12
canranois,Canranois,,9
cardesien,Cardésien,,9
carnassois,Carnassois,,10
carsanais,Carsanais,,9
cassagnolien,Cassagnolien,,12
castelnovan,Castelnovan,,11
castillonais,Castillonais,,12
caussenard,Caussenard,,10
caveiracois,Caveiracois,,11
cavillarguais,Cavillarguais,,13
cendrasien,Cendrasien,,10
chambonien,Chambonien,,10
chamborigaudois,Chamborigaudois,,15
chusclanois,Chusclanois,,11
clarensacois,Clarensacois,,12
codognanais,Codognanais,,11
codoletien,Codolétien,,10
colliassois,Colliassois,,11
collorgois,Collorgois,,10
colognacois,Colognacois,,11
combassol,Combassols,,9
compsois,Compsois,,8
concoulois,Concoulois,,10
congenois,Congénois,,9
connaulais,Connaulais,,10
conqueyracois,Conqueyracois,,13
corbesien,Corbèsien,,9
corconnois,Corconnois,,10
cornillonois,Cornillonois,,12
courriol,Courriols,,8
crespianais,Crespianais,,11
crosois,Crosois,,7
cruscourois,Cruscourois,,11
deusien,Deusien,,7
dionsois,Dionsois,,8
domazannais,Domazannais,,11
domessarguois,Domessarguois,,13
dourbien,Dourbien,,8
durnacois,Durnacois,,9
estezarguais,Estezarguais,,12
euzetois,Euzetois,,8
flausois,Flausois,,8
foissacois,Foissacois,,10
fonsois,Fonsois,,7
fonsois,Fonsois,,7
fontanois,Fontanois,,9
fontarechois,Fontaréchois,,12
fournesan,Fournésan,,9
fourquesien,Fourquesien,,11
fressacois,Fressacois,,10
gagnierois,Gagniérois,,10
gailhanois,Gailhanois,,10
gajanais,Gajanais,,8
gallarguois,Gallarguois,,11
garonnais,Garonnais,,9
garrigois,Garrigois,,9
gaujacois,Gaujacois,,9
generacois,Généracois,,10
generargais,Générargais,,11
genolhacois,Génolhacois,,11
goudargais,Goudargais,,10
issiracois,Issiracois,,10
jonquierois,Jonquièrois,,11
junasol,Junasols,,7
estrechurois,Estréchurois,,12
bastidain,Bastidain,,9
bruguierois,Bruguiérois,,11
cadieborois,Cadiéborois,,11
calmettois,Calmettois,,10
capellenois,Capellénois,,11
grand-combien,Grand-Combien,
roquairol,Roquairols,,9
rovierois,Roviérois,,9
vernaredois,Vernarédois,,11
lamelouzien,Lamelouzien,,11
langladois,Langladois,,10
lanuejolais,Lanuéjolais,,11
lasallois,Lasallois,,9
laudunois,Laudunois,,9
pradelien,Pradelien,,9
lavallois,Lavallois,,9
cailaren,Cailarens,,8
garnois,Garnois,,7
graulen,Graulens,,7
martinetien,Martinetien,,11
pinois,Pinois,,6
viganais,Viganais,,8
lecquois,Lecquois,,8
ledenonais,Lédenonais,,10
ledignanais,Lédignanais,,11
anglois,Anglois,,7
mageois,Mageois,,7
esplanin,Esplanin,,8
plantierois,Plantiérois,,11
sallois,Sallois,,7
lezanien,Lézanien,,8
lioucois,Lioucois,,8
liracois,Liracois,,8
logrianais,Logrianais,,10
lussanois,Lussanois,,9
malonnais,Malonnais,,9
mandagounais,Mandagounais,,12
manduellois,Manduellois,,11
marguerittois,Marguerittois,,13
